date	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
229	0	0.5	0	13.5	0.5	1	48.5	0	0	0	0	0	0	0	0	30	0	2	0	0	62	0	44.5	17	
230	0.5	32	0	0	9	0	0	29	29	0	0	0	1	0	0	2	15	39	1	0	16.5	0	32.5	0	
231	376	10	7.5	7.5	0	0	0	0	0	0	0	0	0	19.5	0	4.5	0	115	0	0	0	0	0.5	0	
232	108.5	0	20.5	1	3	0	0	0	0	0	0	0	0	4	75	28	0	62.5	10	0	0	0	25	20.5	
233	50.5	0	10.5	1	9.5	0	0	0	0	4.5	0	0	0	14	2.2	2.5	0	1.5	0	0	0	0	26.5	111	
234	18.5	3.5	80.5	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	7.5	0	0	111	
235	0	0	135.5	0	0	0	0	0	0	2	2	0	0	0	0	4.5	0.5	60	0	0	14.5	0	0	2	
236	6	0	56	0	0	7.5	0	0	0	6.5	60	0	0	1	7.2	7.5	0	4	0	1	0.5	30	0	64.5	
237	0	0	35.5	0	0	0.5	0	0	0	2	6	0	0	22.5	43.3	51.5	0	0.5	0	0	62.5	0	0	0	
238	0	0	1	0	0	1.5	0	0	0	5	0	0	0	0.5	204.8	1	0	1.5	0	0	2	1	0	0	
239	0	0	17	0.5	0	0	0	0	0	0	21.5	0	0	0	2.8	0	0	0	0	0	0	0	0	0	
240	0	0	0	11	0	0	0	0	9	0	0	16.5	0	0	19.2	0	0	3	0	0	1	2.5	0	0.5	
241	0	0	2.5	5	0	0	0	45	23	0	7	88.5	0	0	5.5	0	0	27.5	0	0	0.5	2	0	172	
242	19.5	0	0	0	0	0	0	0.5	1.5	0	26.5	0	11.5	0	0.4	0	0	1.5	0	0	0	4.5	0	62.5	
243	0.5	0	75.5	0	0	0.5	0	4	1.5	0	45.5	1.5	5.5	0	14.5	17.5	3	0.5	0	0	4.5	9.5	0	85.5	
244	0	0	26.5	0	107	0	0	0.5	57.5	0	1	20.5	10	0	1.6	72	1.5	0	0	0	7	42	0	20.5	
245	45.5	0	26.5	0	0	0	0	0	0	0	22	0	57.5	1.5	0	1	7	0.5	0	0	10.5	0	0	0	
246	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	17	0	1	0	0	0	31	0	
247	0	0	0	0	0	0	0	45.5	0	0	0	3.5	0	0	0	0	14	34	0.5	0	24.5	0	0	0	
248	0	41.5	4	0	0	0	0	14.5	0	0	0	0.5	0	0	2.5	0	12.5	40.5	0	0	0	0	0	0	
249	0	1.5	17.5	0	2	0	0	19	53.5	0	2	4	0	0	3.5	0	0	1.5	11.5	0	0	0	0	0	
250	6	0	30	0	0	0	0	2	4	0	0	0.5	0	2	0	0	75.5	0	0	0	1.5	0	0	0	
251	28	4.5	22.5	1	0	0	0	0	11	0	0	0	0	0	7	0	22	0	0	0	4.5	0	0	0	
252	13	23.5	0	0	0	0	0	0	31	0	0	0	0	0	45.5	0	1	3.5	0	0	17	0	0	0	
253	0.5	0	0.5	0	0	0	0	0	0	0	0	0	5	0	0	1	3	0	13	0	2	0.5	0	0	
254	0	0	3.5	0	0.5	0	0	0	0	0	0	0	0	0	13.5	2	13	0	0	0	47.5	0	0	0	
255	8	0	0	1	0	0.5	0	0	0	0	0	0	19.5	0	2	0	4.5	0	0	0	51	6.5	0	36.5	
256	0.5	0	0	0	0	13	0	0	0	0	0	0	31.5	0	0.5	0	0	0	2	0	0	0	0	0.5	
257	0	0	0	0	0	0	0	0	0	39	0	0	0.5	0	0	0	0	0	16.5	0	0	0	0	0	
258	2.5	0	0	0	0	1	0	0	0	4	0	0	0	0	111	0	0	0	213.5	37	0	0	81	0	
259	0	0.5	0	0	0	0	0	0	0	26	0	43	2.5	0	4.5	0	2.5	0	113	0	0	0	0	0	
260	0	0.5	7	0	0	0	0	0	0	0.5	0	188.5	0	0	8	0	1.5	3.5	1	0	0	0	0	0	
261	0	0	0	0	2.5	0	0	0	0	0	0	66	0	0	0	0	0	168.5	0	0	3.5	0	0	5	
262	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	11	0.5	0	26	0	0	1	
263	0	0	0	0	0	1.5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.5	0	0	0	
264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
265	0	0	2.5	0	0	0	0	0	0	0	0	0	0	2	0	6.5	0	3	0	0	0	0	0	5	
266	0	0	37	0	0	0	0	0	0	0	0	0	0	1	0	0.5	0	0	0	0	0	0	0	1	
267	0	0	17.5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	
268	0	0	0	0	0	0	0	0	0	0	0	1.5	23.5	0	0	7	0	0	0	0	0	0	0.5	0.5	
269	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	3	0	0	0	0	0	
270	0	0	0	9.5	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	4	0	0	0	0	
271	0	0	0	0	0	0	0	4	8	0	0	3.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	
272	0	0.5	0	0	0	0	0	5	0.5	0	0	5	0	0	0	0	0	0	29.5	4	4.5	0	0.5	0	
273	0	2	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	214	8	0	0	0.5	0	
274	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	
275	0	19.5	0	0	0	0	0	0	0	2	0	0	4	0	0	15	0	0	0	0	0	1	0	0	
276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	0	
277	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	
278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	10	0	0	0	0	
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.5	0	4.5	0	0	0	0	
280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	128	16.5	0	1.5	0	0	0	
281	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	25	0	0	0	0	0	
282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
283	0	0	0	0	6.5	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
284	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
287	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
288	0	9	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	
289	0	1.5	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
290	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
291	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	
292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
294	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	-	0	0	0	0	1	0	0	0	
295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	
296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
297	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	
298	0.5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
299	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	
300	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
302	0	0	0	0	0	0.1	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
303	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.5	0	0	0	0	0	0	0	0	
304	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	
305	0	0	0	0	0	0	0	0	0	0	45.5	0	0	0	0	0	2	0	0	0	0	0	0	0	
306	0	0	0	0	0	0	0	0	0	0	15.5	0	0	0	0	0	1.5	0	0	0	0	0	0	1	
307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	-	0	0	
308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	-	0	0	
309	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1.5	-	0	0	
310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	
311	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.5	0	0	0	6	0	0	
312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	
313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	52.5	0	0	
314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5	5	0	71.5	0	0	
315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	4.5	0	0	
316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	
317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	19	0	0	0	
318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	
319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0.5	0	0	0	0	
320	0	0	0	6.5	0	0	0	0	0	0	0	2	0	0	0	0	2.5	0	0	0	0	0	0	0	
321	0	0	0	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	
322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5	0	
323	0	15.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	4.5	22.5	0	
324	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	1.5	0	0	
325	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	2	0.1	0	0	0	0	0	0	0	
326	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	1.5	38.8	0	0	0	0	0	3.5	0	
327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	
328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	
329	0	5.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	
330	0	1.5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	
331	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3.5	0	
332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0	0	0	0	6.5	0	
333	0	0	0	0	0	0	0	0	0	1	0	0	8.5	0	0	0	0.5	0	0	0	0	0	3	0	
334	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	
335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	
336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3	0	
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	
338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5	0	0	0	0	0	0	0	0	0	
339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	0	0	0	0	0	0	32	0	0	
340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	27	0	
341	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
342	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	-	1	0	
343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	8	0	
344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	-	13	0.5	
345	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	
346	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0.5	0	0	0	0	0	0	
347	0	0	0	0	0	0	0	0	0	0	22.5	1	0	0	0	0	0	0	0	0	0	0	0	0.5	
348	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	19	0	0	0	0	0	0	0.5	
349	0	0	0	0	0	0	0	0	0	0	28.5	0	0	0	0	0	22	0	0	0	2.5	0	0	4.5	
350	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	10	0	0	1	19.5	0	0	12	
351	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	0	0	47	
352	0	0	0	1	0	5	0	0	0	9	0	1.5	0	0	0	0	0	0	0	0	0	0	0	9	
353	0	21.5	0	4	0	0	0	0	1.5	9	0	0.5	30.5	0	0	0	0	0	0	0	0	0	0.5	0	
354	0	0	0	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0.5	
355	0	0	0	0	0	0	0	0	16.5	0	2.5	0	11	0	0	0	0	0	0	0	0	0	0	0.5	
356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357	0	0	0	0	0	0	0	0	16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	
359	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.5	0	0	0.5	
360	0	0	0	0	2.5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
361	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	
362	0	18.5	0	0	1	0	0	0	0	0	0	0	0.5	0	0	9	0	0	0	7.5	0	0	0	0	
363	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
364	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	12	0	0	4.5	0	
365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	5.5	0.5	0	3	3.5	0	
366			1.5				0				0				0				4.5				0		
