Sat Jan 05 1991 00:00:00 GMT+0800 (CST)	0
Sun Jan 06 1991 00:00:00 GMT+0800 (CST)	1
Mon Jan 07 1991 00:00:00 GMT+0800 (CST)	1
Tue Jan 08 1991 00:00:00 GMT+0800 (CST)	6
Wed Jan 09 1991 00:00:00 GMT+0800 (CST)	0
Thu Jan 10 1991 00:00:00 GMT+0800 (CST)	0
Fri Jan 11 1991 00:00:00 GMT+0800 (CST)	0
Sat Jan 12 1991 00:00:00 GMT+0800 (CST)	0.5
Sun Jan 13 1991 00:00:00 GMT+0800 (CST)	0.5
Mon Jan 14 1991 00:00:00 GMT+0800 (CST)	0
Tue Jan 15 1991 00:00:00 GMT+0800 (CST)	1
Wed Jan 16 1991 00:00:00 GMT+0800 (CST)	0
Thu Jan 17 1991 00:00:00 GMT+0800 (CST)	0
Fri Jan 18 1991 00:00:00 GMT+0800 (CST)	0
Sat Jan 19 1991 00:00:00 GMT+0800 (CST)	1.5
Sun Jan 20 1991 00:00:00 GMT+0800 (CST)	0
Mon Jan 21 1991 00:00:00 GMT+0800 (CST)	0
Tue Jan 22 1991 00:00:00 GMT+0800 (CST)	0
Wed Jan 23 1991 00:00:00 GMT+0800 (CST)	0
Thu Jan 24 1991 00:00:00 GMT+0800 (CST)	0
Fri Jan 25 1991 00:00:00 GMT+0800 (CST)	0
Sat Jan 26 1991 00:00:00 GMT+0800 (CST)	0
Sun Jan 27 1991 00:00:00 GMT+0800 (CST)	0
Mon Jan 28 1991 00:00:00 GMT+0800 (CST)	14.5
Tue Jan 29 1991 00:00:00 GMT+0800 (CST)	0
Wed Jan 30 1991 00:00:00 GMT+0800 (CST)	0
Thu Jan 31 1991 00:00:00 GMT+0800 (CST)	0
Fri Feb 01 1991 00:00:00 GMT+0800 (CST)	2
Sat Feb 02 1991 00:00:00 GMT+0800 (CST)	0.5
Sun Feb 03 1991 00:00:00 GMT+0800 (CST)	0
Mon Feb 04 1991 00:00:00 GMT+0800 (CST)	0
Tue Feb 05 1991 00:00:00 GMT+0800 (CST)	0
Wed Feb 06 1991 00:00:00 GMT+0800 (CST)	0
Thu Feb 07 1991 00:00:00 GMT+0800 (CST)	0
Fri Feb 08 1991 00:00:00 GMT+0800 (CST)	0
Sat Feb 09 1991 00:00:00 GMT+0800 (CST)	0
Sun Feb 10 1991 00:00:00 GMT+0800 (CST)	0
Mon Feb 11 1991 00:00:00 GMT+0800 (CST)	0
Tue Feb 12 1991 00:00:00 GMT+0800 (CST)	0
Wed Feb 13 1991 00:00:00 GMT+0800 (CST)	0
Thu Feb 14 1991 00:00:00 GMT+0800 (CST)	0.5
Fri Feb 15 1991 00:00:00 GMT+0800 (CST)	12
Sat Feb 16 1991 00:00:00 GMT+0800 (CST)	0.5
Sun Feb 17 1991 00:00:00 GMT+0800 (CST)	0
Mon Feb 18 1991 00:00:00 GMT+0800 (CST)	0
Tue Feb 19 1991 00:00:00 GMT+0800 (CST)	0
Wed Feb 20 1991 00:00:00 GMT+0800 (CST)	2.5
Thu Feb 21 1991 00:00:00 GMT+0800 (CST)	0
Fri Feb 22 1991 00:00:00 GMT+0800 (CST)	0
Sat Feb 23 1991 00:00:00 GMT+0800 (CST)	0
Sun Feb 24 1991 00:00:00 GMT+0800 (CST)	0
Mon Feb 25 1991 00:00:00 GMT+0800 (CST)	0
