date	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
153	-	-	0	0	0	5.6	4.6	1.3	0	4.1	5.3	1.3	2.6	4.1	5.5	0.9	3	4.9	0	0.4	0.1	2.6	3	6.2	
154	-	-	0	0.6	0.2	5.2	3.7	1.3	0	4.4	5	2.3	3.3	5.4	4	0.1	13.7	0.6	0	0.2	0	3.1	7.6	6	
155	-	-	0	1	1.4	5.5	4.5	4	0.1	2.9	4.8	4.3	2.4	2.9	5.3	2	0.7	4.4	0	0	0.8	4.2	6.7	2.5	
156	-	-	0	0	0.7	4.6	6.4	3.3	7.2	3.8	6.3	4.8	4.4	5	5.7	4.5	14.2	3.2	0	4.9	0.4	5.3	3.7	1.4	
157	-	-	0	0	6.5	4.2	5.8	1	6.2	1.4	5.2	1	2	1.2	5.1	5.6	3.2	5.7	0	4.9	4.3	6.2	2.3	5.7	
158	-	-	0	0	0.5	4.2	4.4	1.8	1.8	1.3	1.1	4.4	0.9	0	5	4.7	4.8	1.3	0	5.7	5.5	5.1	1.7	5.8	
159	-	-	0	0	1.7	1.4	5.1	3.1	0	2.4	8	4.6	5.3	0.1	2.2	4.9	4.3	2.2	0	2.9	4.5	6.3	6.1	6.7	
160	-	-	0	3.1	5.6	6.1	1.1	4	0	2.6	5	3.9	1.3	0.3	2.7	6	4.7	4.5	0	4.3	3	5.8	6	2.6	
161	-	-	0	0.2	5	4.7	3.6	4.4	0	3.4	3.2	5.2	0	0.9	3.4	1.8	2.8	4.5	0	5.5	0.8	2.7	1.6	1.2	
162	-	-	0	0.1	2.5	1.1	5.5	8.1	5.7	4.9	3.5	5.1	3.4	0.7	4.5	3.5	2.1	0.5	0	2.6	0	5.1	0	4	
163	-	-	3.3	2.6	4.3	2.9	3.6	2.5	7.1	4.6	1.3	5	0	0.1	4.7	0.4	1.4	0.2	0	0	0	6.3	0.2	1.2	
164	-	-	3.6	5	1.9	4.8	3.8	2.7	3.7	0.9	0.3	4	0	0.6	6.7	2.4	1.4	0.1	0	0	0	5.2	0	1.9	
165	-	-	1.4	4.1	2.8	1.2	4.9	2.6	2.9	2.6	0	2.2	0	0.5	5.9	9.2	3.5	0.3	0.9	0	0	4.9	0.7	1.1	
166	-	-	2.9	5.4	1.6	1.9	3.5	1.3	1.5	4.3	0.5	0.3	3.2	3.3	5.2	11.5	3	0.2	0.2	0	0	6	1.1	2.1	
167	-	-	3.8	4.2	3.1	3.6	3.9	1.6	2.4	2.9	0.5	4.1	2.8	4.5	4.3	9.1	4.2	0.2	0	5.1	2.9	6.1	0.8	4.3	
168	-	-	2.2	4.2	4	6.4	3.6	5.5	1.7	1.8	1	3.8	3.6	2.6	4.7	3.6	5	0.2	0	3.4	3.6	4.3	0.4	2.7	
169	-	-	4.1	4.6	1.3	4.2	3.6	5.3	1.3	1.9	0.9	4.7	2.5	0.4	3	6.1	3.8	1.3	0	2.9	4.2	6.1	1.6	6	
170	-	-	0.2	3.8	0	5.5	1.2	3.9	1.5	1.8	4.2	1.8	6.1	4.2	3	5.2	1.8	0.3	3.8	3	5.3	7.4	1.4	6.3	
171	-	-	2.4	3.1	0	5.3	-	5.6	2.3	2	3.2	2.5	5.4	3.4	5	4.3	3.5	0.6	3.1	3.8	3.9	9.3	0.8	4.1	
172	-	-	2.3	4.6	0	5.4	-	3.1	1.2	12.6	4.7	4.9	5.9	4.6	1.6	3.7	4.7	0.5	4.7	0.4	3.5	1.4	0.3	1.5	
173	-	-	3.3	4.6	3.8	6.1	-	5	1.4	6	5.3	6.4	5.5	3.9	0.6	4.9	4.8	0.1	4.2	0.4	2.8	1.3	0.3	4.6	
174	-	-	3.4	5.6	5.7	4.8	-	4.2	0.5	5.7	5.3	0.2	6.3	5.1	2.7	2.7	5.6	0.1	5.7	0	1.5	6.8	0.8	4.8	
175	-	-	4.1	5.8	6.1	1.3	-	2.3	0.2	6	5.3	3.2	6.4	4.5	4.6	4.3	4.1	0.1	5	0.2	1.4	3.8	0.7	4.5	
176	-	-	4.1	5.2	4.6	0.5	-	7.7	0.6	5.1	5.9	5.3	6.4	4.1	5.7	4	4.5	0.9	4.4	5.2	0.2	0.3	0.8	1.7	
177	-	-	5.2	4.4	3.9	0.7	0.3	4	0.3	4.9	3.1	3.6	4.1	1.7	3.6	4.9	6	0.6	3.7	1.7	2.5	1.9	4.5	6.4	
178	-	-	4.1	4.8	5.2	0.4	2.6	5.9	0	3.9	4.5	8.1	4.6	7.1	3.6	5.8	3.9	0.3	2.8	5.8	2.9	1.8	5.6	7.7	
179	-	-	4.7	6.3	4.6	0.2	3.9	3.3	1.4	5.1	6.1	5.8	4.3	6.3	4	0.4	4.7	0.2	1.8	6.6	1.1	0.4	6.8	5.3	
180	-	-	3.9	6	4.2	0	2.5	3.1	1.3	4.4	4.7	5.8	5.4	5.9	4.1	3.7	5.3	0.4	3.8	4	4.3	1	2.1	5.7	
181	-	-	2.8	6.1	4.1	0.6	4.3	1.3	1	4.8	5.8	6.9	5.1	6	3.8	5.8	5.9	1.6	5	4.7	4.4	3	1	6.1	
182	5.4	-	4.3	4.3	3.7	1.7	5	8	1.3	3.4	5.6	7.2	5.5	4.4	4	5.7	5.7	0.2	3.3	5.8	0.4	5.3	4.6	6.9	
183	6.4	-	4.6	2.2	6.5	6.7	0.5	3.8	0.1	4.2	4.4	7.1	5.5	2.9	0.7	5.7	6	0.2	4.3	2.5	0.3	3.2	1.7	3.2	
184	6	-	5.5	4.7	3.7	4.3	0.5	0.5	3.1	1.5	4.3	5.9	2.6	4.7	8.3	5.1	3.4	0.7	4.2	0.8	0.2	4.6	10.9	3.1	
185	6	-	1.3	5.4	2.4	5	4.2	5.7	2.9	2.2	4.3	4.1	2.7	4.7	13.4	5.6	0.3	0.4	5.3	2.1	0.2	4.3	6.8	4	
186	3.2	-	0.9	5	2.8	4	4.1	1.3	12	0.6	1.2	3.7	6	4	5.7	5.3	0.1	7.8	5.8	0.2	0.1	3	7.4	4.5	
187	4.1	-	0.6	6.2	2.9	4.9	4.4	0.7	2.3	3.6	2.7	4.4	2.9	0.2	0	5.6	0	4.4	4.2	4.2	0.1	3.2	4.9	3	
188	4.3	-	0.5	5.8	3.5	5.3	4.7	4.6	5.2	3.3	4.5	1.9	2.9	0.1	7	5.6	0.1	4.8	0.9	1.5	3.1	3.3	1.8	4	
189	5.8	-	0	5	4.3	5.8	5	4.5	3.8	4.9	4.1	2.2	1.9	0	4.8	6.7	0.2	4.6	1.4	5.7	5	5.3	2.3	4.8	
190	1.3	-	2.5	3.7	3.1	5.6	4.3	3.9	3.6	6.1	1	4.6	2.1	0.1	2.3	6.4	1.5	0.2	0	3.7	3.6	4.3	8.6	3.1	
191	2.8	-	5.5	3.4	1.5	2.1	4.1	5.9	2.8	0	0.4	5.5	0	0.5	2.1	3.8	4.3	0	0	4.4	4.8	3	4.9	3	
192	5.3	-	4.4	1.8	0.8	0	4.9	4.4	2.2	0	4.4	3.5	0	2.5	5.4	0.3	4	0	0	5.3	5.7	5.6	4.9	5.9	
193	6.2	-	4.5	2.8	2.1	3	3.9	4.6	3.8	2.7	4.2	1	0.4	3.7	4.7	0.3	5	0.1	0	4	1	1.6	13.7	4	
194	5.3	-	3	3.1	2.3	10.9	6.5	0.4	6.1	5.1	3.4	5.8	5.6	0.5	5.5	0.2	3.9	0.2	0	0.2	2.1	1.6	7.8	0	
195	5.5	-	5	3.6	3.8	1.8	4.6	5.4	5.5	4.8	4.3	2.7	2.2	0.4	4.2	4.7	5.7	0.3	0	1	3.3	1.4	11	0	
196	6.6	-	3.6	4.6	4.9	4.9	4.6	2.1	5.5	1.7	4.9	4.2	5	0.2	5.5	4.6	4.6	0.1	3.9	5.2	4.2	4	4.4	2.5	
197	6.6	-	3.9	5.2	4.8	5.4	4.1	4.7	5.5	2.1	4.9	3.2	6	0.2	3.1	4.9	4.9	0.2	3.2	6	6.2	2.9	4	2.4	
198	6.4	-	5.3	5.9	3.8	5.5	1.8	2.5	5.7	2.5	6.3	0.9	1.9	2.3	2.5	1.5	3.4	0.3	3.1	3.3	6.3	2.5	1.4	3.2	
199	4.7	-	1.5	5	2.7	6.3	2.6	3.2	5.3	3.2	3.7	3.3	4	6	5.5	0.4	5	0.2	1	2.5	5.1	4.3	3	1.1	
200	6.8	-	2.6	2.4	4.9	6.5	5.2	3.8	5.3	2.9	3.1	3.2	4.3	5.6	2.2	19.2	5	0.2	0	1.7	5.5	0.7	3	1.9	
201	5	-	3.9	5.2	3.9	6.9	6.2	5.4	6.2	3.2	2.7	4.3	5.4	5.6	7	9.6	5	0.1	0	4.1	5.6	1.1	4.7	3.6	
202	6.5	-	3.4	5	5.2	5.7	6.7	6	6.1	8	4.8	4.8	5.8	6.1	8.5	7.1	4.5	0.5	0	3.5	4.2	1.3	4.1	4.9	
203	6.6	-	5	4.9	4.3	5.6	5.6	4.6	6.1	5.7	5.1	6.2	6.4	6.5	4	3.7	4.5	0.6	0	4.7	3.6	4.9	3.4	6.4	
204	6.7	-	5.2	4.2	5.2	4.3	4.9	5.4	4.7	3.8	5.8	4.2	6	2.4	4.3	4.2	4.9	0.2	1.5	4.7	1.5	4.9	0	5.8	
205	6.5	-	3.6	5.9	4.8	3	5.4	5.9	6.2	5.1	5.2	5.4	5.6	2.4	4.5	6.3	4	0.8	0.8	3.8	4.2	5.5	4.4	3.8	
206	4	-	5.2	4.2	1.8	1.7	5.7	4.9	6.4	5.9	4.2	2.8	5.6	4.7	5	8.3	0.7	0.5	1.4	4.1	1.4	2.6	5.2	2.6	
207	3.9	-	4.4	4.6	1.7	5.5	1.3	4.9	6.4	3.8	6.6	6	5.1	4.3	6.4	4.9	1.9	1.2	1.7	3.1	2.8	5.7	6.5	2.5	
208	5.1	-	5.6	4.4	3.6	0.5	6	5.5	6.5	2.2	6.1	6.4	2.5	4.3	5	5	1.9	12.3	2.3	4.3	0	6.9	1.3	2.7	
209	4.6	-	4.8	5.8	4.4	4.5	1.3	5.4	2	1.8	2.8	4.6	4.3	0.3	1.6	6.5	5	0.2	0.8	4.9	0	5.6	5.9	7	
210	5.2	-	4.4	6.4	3.3	4.6	2.2	6.4	2	2.4	0	3.4	4.2	0.1	3.4	4.3	4.7	0	0	5.5	2.4	4.7	3.2	5.3	
211	0.3	-	4.5	3.9	4.3	0.8	4	5.9	6.4	2.9	0	4.4	4.1	0.3	6.6	5.4	4.8	0.1	0	5.4	2.9	5.4	4.6	3.5	
212	0	-	3.3	1.8	2.6	1	2.6	5.1	6.1	2.2	0	1.6	4.6	0.3	5.7	5.2	4.1	1	0	5.7	3.9	5.3	5.5	3.4	
213	-	-	4.3	6.1	2.8	0.8	20.8	2.4	6.1	4.4	0	1.7	2.3	0.1	4.9	4.6	0.5	2.4	1.3	4.4	5.8	4.7	0.8	1.7	
214	-	-	2.7	5.5	3.6	0.7	4.1	1.4	5	5.5	0	4.7	4.5	0.1	4.1	4.8	0.1	6.4	0.2	5.7	5.3	4.5	2.4	1.6	
215	-	-	3.6	5.6	0.5	2.8	6.6	1.7	4	3.8	0	2.9	4	0.2	3.8	3.4	1.2	2.6	1.5	0.4	4.2	5	0.1	6.1	
216	-	-	4.6	4.2	0	6.1	4.2	2.9	0	4	0	5.6	1.3	3	5.2	0.1	0	0.1	0	1.9	0.6	5.8	2.3	5.3	
217	-	-	4.4	5.2	0.1	2.7	4.1	4.6	5.7	2.8	0	6	0.5	1.1	6.2	5	0.2	0.2	0.1	0.4	0.1	6.8	3.2	4.6	
218	-	-	4.1	4.5	3.4	4.2	6.5	4	4.9	1.1	0	4.3	2	4.8	5.1	9.2	0.1	7.7	0.2	0	2.3	1.4	1.8	1.9	
219	-	-	4.4	5.8	1.2	5.3	3.8	5.5	4.9	1.4	0	5.5	1.4	3.8	3.4	6	0	1.4	0.3	0	3	5.1	2	2.4	
220	-	-	3.3	6.8	4.6	2.7	4.5	5	5.7	4.3	0	5.3	2.9	5.7	1.7	3.5	5.2	0.5	1	0	2.4	1	7.6	4.8	
221	-	-	0.1	2.1	2.6	4.9	3.7	6.6	6	2.6	0	5.7	2.7	5.6	4.6	4.5	1.9	0.3	0.8	0	4.9	3.9	5.2	5.3	
222	-	-	3.6	3.4	0	3.8	2.8	4.5	3.8	3.7	0	5.2	4	4.2	3	5.3	1.3	0.2	0.1	0.4	2.2	1.3	2.1	4.9	
223	-	-	1.9	1.6	0	5.6	7.5	4.6	5.3	4.1	4.7	3.3	4.2	1.7	5.2	5.1	4.1	0	0.1	3.1	0.2	1.7	5.7	6.3	
224	-	-	3	0.1	2.5	2	4.7	7.3	5.6	3.4	5.6	3.2	5.6	2.3	2.1	1.6	4.1	0	0.5	3	1.7	2.3	3.7	4.1	
225	-	-	3.6	3.9	5	2	2.4	5.3	4.4	1.9	1.6	6.5	5.5	2.7	3.8	0.2	4.7	0.1	0.4	3.3	3.9	3.2	5.2	2.1	
226	-	-	4	1	2.7	2.5	3.7	4.1	4.1	3.7	0	5.6	5	1.9	4.8	1.1	3.3	2.3	0.8	5.1	3.3	5	5	0.9	
227	-	-	4.6	5.2	2	5.6	2.9	3.1	6.6	4.2	0	5.9	3.8	7.2	3.8	5.1	4.9	1.7	0.3	3.6	3.7	4.3	0.9	1.2	
228	-	-	5	5.2	3.9	6	3.7	0	3.8	4.4	0	3.9	5.1	5.9	5.7	7.4	1.7	1.4	0.1	4.3	4.9	3.8	0	5.1	
229	-	-	1.7	1.9	5	4.6	3.5	6.6	5.6	3.2	0	4.2	5.2	4.8	3.6	5.7	0.9	1.4	1.2	5.1	3.1	5.4	0	1.7	
230	-	-	3.4	4.2	1.3	4.7	4.2	0	3.2	4.7	0	4	5.2	5.5	4	2.9	0.2	0.1	0	4.9	1.5	6.6	1.3	4.2	
231	-	-	2	2.6	4.9	4.4	6.6	0	10.4	3.2	0	6.1	5.4	3.4	4.6	1.1	0.4	0.6	0.6	4.6	2.7	3.6	1.6	5	
232	-	-	1.4	3.7	1.7	4.6	6	0	3.8	2.1	0	5.1	5.3	1.3	2.8	1.2	0.4	0.4	0.8	4.5	3.8	4	1.8	1.4	
233	-	-	2.4	3.9	2.4	4.7	5.4	0	3.7	1.7	1.7	4.3	4.6	4.6	5	7	3.9	0.3	0.2	5.6	4.4	4.6	1.8	0.8	
234	-	-	3.7	4	4.4	4.3	6	0	5.8	4.8	4.3	5.8	3.1	5.3	3.2	6.1	2.5	0.9	0.8	5.2	2.7	3.6	5.2	0	
235	-	-	0	2.8	4.8	3.8	4.2	0	4.8	2.2	1	8	3.3	4.3	5.8	3.1	2.4	1	0.4	3.8	0.1	4.4	2.8	2.9	
236	-	-	0	3.9	4.5	0.9	1.9	0	5.7	2.4	0	5.5	5.2	3.1	2.8	3.2	2.1	0.2	0.7	3	2.5	1.2	6.2	1.4	
237	-	-	0	5	4.2	1.1	4.3	0	5.2	2.5	0.1	4.1	5.5	2.6	2	4.2	1.7	0.4	0.7	3.6	3	4.1	1.5	0	
238	-	-	0	4.2	3.8	3.2	7.4	4.9	5	3.8	0.1	3.9	5.3	3	1.2	4.7	2.2	1.1	0.4	3.4	1.5	4.4	0.5	3.8	
239	-	-	0	4.9	4.8	5.4	6.1	3.1	5.5	5	0.1	4.2	4.9	3.8	4	5	2.4	1.2	0.5	4.4	3.7	3.8	3.1	4.8	
240	-	-	0	1.7	3.8	4.9	3.8	3.3	2.3	2.4	0.1	2.7	5.3	5.4	2.2	4.4	2.5	2	0.3	0.6	3	0.9	2.4	2.7	
241	-	-	0	2.6	3.1	4	5.1	11.6	0.8	5.6	0.2	5.2	4.9	4.5	2.7	4	4.5	1.8	6.8	0	2.9	0.9	0	0.2	
242	-	-	0	4.8	3.8	2	2.9	2.8	1.3	4.2	0.1	2.5	1.3	3.5	3.3	5.3	4.2	0.5	2.2	0	3.7	0	2.9	0	
243	-	-	0	4.4	4.1	2.6	3.6	3.2	1.3	0.9	0.1	0.6	2.3	4.1	3.2	5.8	1.6	0.9	3	0.5	0.8	0	1.2	0	
244	-	-	0	4.9	-	4.7	4.6	2.9	3.9	8	0	1.5	3.4	3.5	2.7	0.5	0.5	4	1.4	2.1	1.2	0.6	0.2	0	
245	-	-	2.7	5.4	4.4	4.5	4.5	4.3	2.4	4.1	0.1	6.5	1.6	0.4	2.6	4.9	0.1	4.3	2.3	3.1	2.7	1.5	0.4	0.5	
246	-	-	3.6	4.6	4	4.8	3.3	4.6	3.3	0.3	0	1.3	4	2.8	4.6	5.5	1.2	3	1.1	3.9	6.5	4.2	1.7	5.8	
247	-	-	4.6	5.1	4.2	4.6	2.1	4.2	4.5	3.3	0.1	4	5.6	3.5	4.4	13.5	0	0.7	0.2	5.8	1.9	4.7	5	3.4	
248	-	-	4.4	4.3	5.1	4.9	5.4	4.6	3.5	5.1	0.7	1.2	4.8	4.1	2	5	0.2	0.2	0.5	5.8	3.8	4.9	-	4.3	
249	-	-	4.1	4.2	2.3	5.3	4.4	8.7	2.8	2.6	2.2	0.4	4.1	3.3	0.1	5.8	0.1	0.5	0.9	4.9	3	4.5	6.4	4.4	
250	-	-	4.4	5.9	4.9	3.2	3.1	1.8	2.7	3.2	4.3	4.7	1.4	3.7	1.6	5.2	0	0.4	0	5.2	3.3	3.8	1.6	5.2	
251	-	-	3.3	5.1	3.5	4.9	4.5	4.5	2.3	2.3	4.7	5.1	4	4.5	3.2	4.9	5.2	0.6	0.1	4.7	3.2	3.9	0.9	3.9	
252	-	-	0.1	4.5	3.8	4.9	3.6	3.1	3.3	2.9	3.6	4	2.7	4.1	0	2.9	1.9	0.9	0.4	2.6	0.4	3.3	0.5	4.2	
253	-	-	3.6	4.1	3.6	6.3	5.3	4.3	2.3	4	5.4	5.6	3.3	4.1	1.4	4.9	1.3	2.4	0.6	2	4.2	3.4	1.6	4.7	
254	-	-	1.9	3.8	1.5	6	2.7	5.2	3	3.8	2.9	6	5.4	3.5	1.1	3.6	4.1	2.3	0	0.1	3.3	3.7	1.5	5.6	
255	-	-	3	2.5	3.8	4	3.8	5.2	0.9	2.4	4	5.8	2.5	2	10.4	6.2	4.1	1.7	3.4	5.1	0	2.9	0.7	3.1	
256	-	-	3.6	2	2.8	4	3.3	5	3.1	1.2	6.6	5.6	0.4	0.3	1.1	3.2	4.7	8.7	2.9	3.3	3.1	1.2	0.7	1	
257	-	-	4	0.6	5	2.4	4.3	3.7	4	0.4	0.2	5.4	3.2	0.2	3.8	5.2	3.3	1.7	6.8	3.9	0.1	3.8	1	0.3	
258	-	-	4.6	4.1	5.7	4.5	4.5	4.4	3.5	0.5	0.2	5.7	3.5	0.1	2	5.1	4.9	2.2	6.8	2.8	0	2.7	7.2	1.5	
259	-	-	5	3.4	3.8	6.1	3.3	4.8	3.8	1.7	3.6	3.8	3.2	0.1	2.6	4.7	1.7	8.1	3.2	2.6	3.3	3.5	13.3	2.8	
260	-	-	1.7	4.4	3.3	6.8	2.9	5	2.6	1.1	4.1	3.2	3.7	0.2	2.2	4.3	0.9	1.1	1.6	5	4	4	3.3	4.8	
261	-	-	3.4	3.7	3.1	5.1	4.6	4.9	3.8	3.9	1.7	8.8	5.4	2.8	5.5	5	0.2	0.2	3.8	4.4	3.2	5	5.3	4.4	
262	-	-	2	4.2	3.8	5.1	4.8	3.1	3	3.4	3.8	3.2	3.7	3.2	4.9	4.8	0.4	0	2.1	4.4	1.4	5.9	5.9	3.5	
263	-	-	1.4	4.2	3.9	0.5	4.8	3.6	2.7	2.3	2.8	3.8	5.1	2.1	4	4.2	0.4	1	0.7	4.5	0	3.8	1.5	4.5	
264	-	-	2.4	3.5	3.5	0	4.3	2.7	3.7	0	3.3	4.1	4.7	2.6	3.7	3.8	3.9	0.2	3.5	4.4	3	5.5	6.5	1.6	
265	-	-	3.7	4.2	4.7	1.8	4.2	1.9	3.4	-	1.5	5.7	6.7	3.4	4.3	0.2	2.5	0.1	0.5	4.9	4.8	5.5	1.5	1.4	
266	-	-	0	4.9	3	3.1	4.2	4.6	4.3	-	3.5	4	3.9	1.9	2.2	2.7	2.4	0.1	0.3	2.8	3.1	4.4	2.2	1.2	
267	-	-	0	2.5	1.4	4.6	3.4	1.9	3.1	-	3.8	4.3	2.6	4.8	5.6	2.5	2.1	0.5	3.8	3.9	1.7	3.5	0.7	2.9	
268	-	-	0	3.2	4.3	4.8	2.5	5.3	4	-	3.6	0.1	1.1	4.8	5.4	2.1	1.7	0.7	4	4.4	3.7	3.1	1.4	4.2	
269	-	-	0	3.5	4.1	4.3	1.5	4.5	3	-	3.8	1.8	3.9	3.3	5.4	3.6	2.2	0.4	3.6	3.9	3.8	3.1	0.5	6	
270	-	-	0	3.4	4.1	4.2	4.7	1.5	2.3	-	2.6	0.1	4.1	3.9	3.7	4.7	2.4	1.1	2.8	1.1	4.7	3.6	0.7	5.3	
271	-	-	0	3.4	4.2	5.2	5	0.1	0.3	-	3.6	0.3	5.2	5.9	4.5	3.8	2.5	2.4	5	1.5	2.6	0.4	0.6	4	
272	-	-	0	2.5	4.8	4.3	0.6	0.3	2.5	0.9	3.9	2.7	4.5	4.8	3.6	4.6	4.5	0.2	3.6	2.8	2.8	4.2	0.6	4.1	
273	-	-	0	4.2	3	4	0.3	2.9	4.8	2.3	4	1	2.2	4.4	4.7	3.2	4.2	1.3	4.7	0.6	3.5	3.1	0.3	5.1	
274	-	-	0	3.7	3.6	2.9	0.1	3.1	3.9	3.7	3.4	2.8	2.3	4.6	3.5	3.6	4.5	1.9	2.5	2.8	2.7	3.5	0.5	5.3	
275	-	-	3.1	3.5	3.2	1.9	0	3.5	4	2.2	3.3	1.8	0.2	4.3	5	3.2	4.9	1.2	5.8	5.9	3.2	0.7	0.1	5.6	
276	-	-	2.7	4.5	3.2	3.8	0.1	3.9	4	3.5	2.9	3.5	3.6	3.2	5.1	0.8	5	1.6	2.3	5.1	4.5	5.1	0.5	4.6	
277	-	-	3	3	3.4	3.6	0.2	3.7	0.1	3.6	3	3.8	4.4	4.1	0.2	4.9	5.4	1.3	0.7	2.4	5.3	5.1	0.2	5.8	
278	-	-	2.9	3.4	2.7	3.3	0	4.7	1.3	2.6	3.7	2.7	3.4	3.1	0.4	4.2	3.7	1.1	6.5	0.5	1.5	4.5	0.3	4.9	
279	-	-	3.8	3.9	3.5	4.7	0.2	3.5	3.3	2.5	4.2	3.6	5.6	3.7	0.5	4.5	0.1	2.9	1.2	1.3	1.7	4.7	0.5	1.8	
280	-	-	3.5	3.3	3.8	4	0.4	4.1	3.7	0.2	1.4	3.8	3.4	0.6	0.6	2.5	0.2	0	0.8	5.5	2.9	7	0.4	4.6	
281	-	-	2.8	4.8	3.1	4.1	0.3	3.5	3.8	0.1	3.5	2.8	5	0.4	0.5	4.7	0.1	0	0.9	0.4	1.8	2.3	0.5	3.3	
282	-	-	4.1	4.3	2.1	3.4	1.5	2.8	3.9	0.4	4.5	3.9	5	0.5	0.5	2.3	0.2	0.2	5.2	0.2	3.4	1.3	0.7	4.9	
283	-	-	0.6	3.6	0.4	2.7	4.6	0.9	3.5	2.7	4.3	2.9	4.3	0.4	0.4	4.1	0.2	0.7	0.8	0	2.9	1.8	0.4	4.6	
284	-	-	5	3.6	3.3	3.8	4.1	3.7	3.7	3.8	4.3	4.7	3.4	0.2	0.3	4.1	0.3	3.8	6.5	0	3.4	0.8	0.7	3.7	
285	-	-	4.3	3.3	3.2	3.8	3.2	4	2.6	3	4.2	3.9	3.8	3.5	0.3	4.5	5	3.3	5.2	0.4	4.3	0.4	0	2.8	
286	-	-	3.8	3.6	3.6	4.3	1.6	2.5	3.1	3.1	2.1	3.9	3.8	3	0.2	4.4	3.6	4.6	3.7	0.1	4	0.3	0.9	4.1	
287	-	-	4.3	3.9	3.9	3.3	0.5	3.3	1.4	3.1	3.3	4.4	3.4	4.3	0.4	5.6	4.6	4.9	0.7	0.6	4	0.6	0.5	4.4	
288	-	-	4.1	3.2	3.6	3.6	2	3.3	1.2	2.5	2.8	4.3	3.8	4	0.4	3	3.3	3.5	1.1	0.2	4.5	0	0.1	6.8	
289	-	-	1	2.5	3.9	4.1	4.6	3.4	14.5	1.5	4	1.2	3.2	2.8	0.6	0.5	3.7	2	1	0.1	3.8	0.3	0.4	6.2	
290	-	-	0	3.2	2.9	3.8	2.9	3	3.8	3.4	3.4	4.1	3.5	3.8	0.2	0.5	3.4	2.2	0	0.2	3.9	0.2	0.3	3.4	
291	-	-	4.1	1.5	3	4.4	4.3	3.7	3.1	1.9	2	2.2	2.4	5.7	0.8	0.6	2.6	0.6	0	0.2	0.9	0.2	0.3	4.4	
292	-	-	4.1	3.8	2.8	3.8	3.6	3.2	2.9	2.2	3.1	5.1	4.9	4.7	0.2	0.5	3.8	4.1	3.7	0.2	0.5	0.4	0.6	4.5	
293	-	-	2.7	4.5	4.5	4.5	0.4	5.7	3.2	4	2.8	3.3	3.3	4.3	3.3	0.4	3.2	1.3	3.1	0.1	0.3	0.9	0.3	5.5	
294	-	-	3.1	2.7	2.2	4.9	0	1.4	3.6	2.6	2.4	2.3	2.4	4.1	3.7	-	3.3	0.5	0.4	0	0.1	3.8	0.1	4.2	
295	-	-	3.3	2.8	3.6	4.3	2.3	3.6	3.3	2.6	3.2	3.6	0.8	5.2	3.5	-	3.4	4.3	1.2	0.9	0.6	0.4	0.9	6	
296	-	-	3.4	3	4.6	3.9	2.3	3	3.8	2.3	4.2	3.1	2	3.4	3	3.7	3.1	0.1	3.8	3.8	1.4	0.3	0.7	4.5	
297	-	-	3.9	3.7	2.7	3.6	4	3.1	0.6	2.1	3.7	4.5	0.3	2.3	3.4	-	3.9	0.1	0.8	3.4	3	0.3	0.5	5.9	
298	-	-	3.7	2.6	2.3	4.3	3.5	2.2	0.7	3	1.9	3.5	0.3	0.4	3.2	2.1	3.8	0	0.5	4.3	4.1	0.3	0.3	4.5	
299	-	-	4.1	3.8	4.2	2.3	4.4	3	2.7	2.8	2.5	2.7	0.1	0.3	0	4.3	0.2	0.2	4.4	4.3	6.4	0.1	0.1	4.8	
300	-	-	2.9	3.3	1.5	2.6	5.2	2.7	0.2	2.5	4.9	3.1	0.3	0.3	4	3.3	0.9	0.2	4.6	2.5	4.7	0.4	0.4	4	
301	-	-	3	4.1	3.3	3.4	3.5	0.8	2.4	2.7	3.7	3.7	2.5	0.2	2.9	3.4	0.8	0.2	5	2.9	4.3	2.6	0	4.1	
302	-	-	1.2	3.9	4.9	3.6	3.9	1	2.7	3	2.3	3.9	4.1	0.4	3.2	3.8	0.7	0.4	2.5	3.1	3.4	3.3	0.2	3.2	
303	-	-	3.1	4.5	3.5	2.4	2.5	4.2	3.3	2.3	4.4	0.8	3.7	0.4	3.2	1.3	0.3	0.4	3.2	3.2	5	3.6	0.6	3.1	
304	-	-	2	4.1	3.3	4.8	4.8	4.6	3.2	3	0.4	2	4.5	0.4	3.6	3.1	0.7	0.1	4	3.3	4.2	3.2	0.1	2.8	
305	-	-	2.6	2.1	2.1	4	2.7	2.7	4	4.1	0	4	4.6	2.6	3.8	3.4	1.7	0.1	5.2	4	3	3.1	0	3	
306	-	-	2.7	1.8	3.1	3.9	2	2.6	2.5	2.1	2.4	3.3	3.7	1.4	3.5	3.7	3.6	0.3	2.2	2.9	3	2.7	2.4	0.9	
307	-	-	2.2	1.6	5.7	3	4	0.6	1.6	1.2	2	4.6	4.4	3.9	2.8	2.7	0.9	0.1	2.2	1.2	3.5	-	2.9	1.8	
308	-	-	2.7	2	2.9	1.6	1.5	5.1	1.8	2.7	1.8	4.5	3.6	4.1	3.8	2.3	1.1	0.3	0.9	3	0.4	-	2.9	2.6	
