date	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
15	4.9	-	1.3	1.3	0.2	1.5	2.9	0.8	3.7	1.9	0.7	2.6	1.6	5.7	0.5	2.3	3.7	2.7	0.3	0	2	3.9	1.2	2.2	2.8
16	0.1	-	1.6	0.9	0.2	2.9	3.3	2.5	0.8	0	2.4	0.9	1.5	1.1	0.8	2.4	2.4	1.9	0.1	0	1.9	1.4	6.9	2.6	2.4
17	7.9	-	5.5	1.3	0.1	2.4	2.7	2.4	3.1	0.1	3.3	2.3	2.6	1.2	0.6	2.2	1.7	3.4	0.1	0	1.7	1.2	2.6	3.3	3.2
18	9	-	5.3	0	0.2	2.2	2	2.6	2.1	0.6	2	2.5	1.7	0	11.6	1.7	0.1	4.5	0.3	0	2.1	1.8	2.8	1.9	4
19	3.5	-	3.9	2.3	0.3	2.6	0.1	1.6	1.9	2.9	1.2	1.9	3.1	7.8	1	2.1	0.2	3	0.3	0.6	2.3	2.3	2.5	2.1	2.1
20	5.3	-	5.6	1.9	0.4	1.8	1.7	1.1	1.4	2.2	2.7	3.2	3.2	1.5	0.4	1.6	0.1	3.4	0.2	2.5	2.4	0.4	3.4	2.4	2.2
21	0	-	3.1	2.1	0	2.1	2	1.4	1.9	1.8	2.2	2.1	3.4	0.5	1	0.7	0	1.9	0.1	2.2	3.9	1.5	2	2	3.5
22	4.5	-	5	1.8	0.2	3.3	2.6	0.9	0.7	1.1	2.9	1.3	2.2	0.2	0.2	1.3	0	3.1	1	2.1	2.4	0.4	0.8	2.8	3.2
23	0	-	4.2	0.4	0.8	3.6	3.2	1.4	0.6	1.5	1.3	2.5	2.3	0.1	0.4	1.3	0	2.9	0	3.7	1.2	2.7	1.3	3.1	2.9
24	8.3	-	2.3	0.7	0.4	2.4	2.3	0.3	0.1	0.9	1.3	2.7	2.3	0.8	0.9	1.5	0	4.2	0.2	1.1	2.6	2.8	0.7	2.1	2.7
25	0.1	-	7.7	2.3	0	1.9	3.4	0.6	0.1	1.8	1	0.9	2.5	0	1.2	1.7	0	2.3	0	1.3	1.3	4	0	2.5	3.6
26	8.6	-	4	2.2	0	0.5	3.1	0.5	0.7	2.3	1	0	1.7	4.7	0.4	1.8	5.7	2.8	0.2	0.7	1	7.2	2.7	1.9	2.6
27	8.1	-	5.9	4.2	0.6	1	2.8	2.1	1.9	5.4	0.7	0.4	0.1	1	2	0.2	2	0.3	0	3.1	2.2	4.6	3.2	2.6	2.3
28	7.5	-	3.3	3.8	0.7	0.4	3	1.6	2.9	2.7	2.3	0	0.9	0.3	1.5	0	1.2	5	0.3	2.5	1.5	4.7	3.5	2.2	2.8
29	6.5	-	3.1	2.4	0.2	1.1	3.1	1	1.4	3	2.2	2.3	2.6	0.4	0.7	0.4	4.1	3	0.2	0.7	2.4	3.5	3.4	2.6	2.3
30	5.2	-	1.3	3.5	0	2.5	2.6	1.7	0.9	2.6	2.6	1.3	2	0.1	0.4	0	2.4	3	0.2	2.3	1.6	2.4	4.3	3.4	3.4
31	0.3	-	-	2.2	0.1	1	3.1	1.8	2.2	3	2.2	2.6	2.5	0.1	1.2	0	3	2.7	0	2.8	2.2	0.7	3.6	3.9	3
32	0.4	-	-	2.9	0.6	1.6	4.3	3.7	3	2.2	1.8	3	3.3	0.6	2.1	3.1	3.6	1.5	2.9	0.4	3.2	6.2	2.3	1.4	3.5
33	8.1	-	-	1.7	0.6	1.9	3.8	1.8	2.5	3.8	2.3	0.2	0.2	0.6	2.6	1.3	3.1	3	3.2	3.2	1.2	3.1	3.9	2.3	2.4
34	5.4	-	-	2.5	0.2	2.6	2.3	0	2.3	4.4	2.9	0.3	2.9	1.2	1.7	1	3.5	2.3	2.3	2.3	3	2.4	-	1.1	4.1
35	7.1	-	-	2.8	0.4	3.5	2.8	1.5	1.5	3.1	2.9	2.2	2.9	0.3	0.2	0.8	4.4	2.6	0	2.3	3.4	2.9	-	2.1	2.9
36	8.3	-	-	3	0.3	3.1	2.6	1	0	1.9	0.9	0.1	1.3	2.4	0	1.1	2.6	3	3.4	0.4	2.4	3	3.5	3	0.9
37	9.3	-	-	2.5	0.1	2.4	3.1	0.7	0	2.6	3.3	0	0.4	0.4	0	1.9	3	1.7	6.2	2.1	0.4	3.8	2.1	2.9	1.3
38	9	-	-	2.3	0.4	2	2.8	0.5	3.3	2.2	3.7	2.1	0.4	0.5	0.2	3	3.3	0.3	0.4	2.9	0.7	3.2	0.7	3.4	1.1
39	7.5	-	-	2.5	0.4	2.3	3.4	0	0.8	2.4	2.5	1.2	0	0	0	3.2	3.7	0.3	2.1	2.1	2.5	3.4	0.1	3.5	1.8
40	5.8	-	-	2	0.3	3.6	3.6	0	1.8	2.2	1	2	0.8	0.1	0.7	1.7	3.4	0.1	1.7	4.9	1.9	1.9	2.6	3.7	0.1
41	9.1	-	-	3.1	0	2	3.5	0.4	2.5	3.4	2.9	2.3	0.5	0.2	1.2	3	2.7	0	2.9	1.3	3.3	3.9	1.5	2.3	1.1
42	7.5	-	-	4	0	2	2.2	1.7	2.2	3.8	3.1	2.5	2.3	0.4	0.5	3.1	2.4	0	1.2	2.7	3.9	3.7	6.7	2.9	1.6
43	7.5	-	-	3.2	0	3	2.5	1.8	1.5	2.8	2.8	1.7	3.4	0.2	0.9	3.4	2.4	0.2	2.1	1.5	2	1.8	6.5	4.2	2.3
44	5.6	-	-	2.9	0	1.8	3.5	0.8	1.3	2.2	1.1	3.8	1.6	0	4.9	3.2	1	0.3	2.7	2.2	0	2.1	5.7	4.1	1.3
45	9.2	-	-	2.9	0.3	0.6	3.3	1.2	0.9	2.3	0.2	2.2	2.9	0.5	1.6	2.4	0.6	0.2	1	1.6	2	0.6	5.9	3.3	2.1
46	7.8	-	-	1.1	0.3	0	4	0.5	2.1	2.9	0.3	2.7	3	0.9	0.8	3.8	0.3	0.1	2.4	2.9	1.8	1.5	6	5.1	0.8
47	6.2	-	-	2.3	0	2.8	3.8	0	1.7	2.4	0.1	3.1	2.8	0.8	2.2	3.2	1.9	0.1	3.1	2.4	0.1	0.4	6.1	3.9	1.4
48	7.1	-	-	4.1	0.2	1.3	3.3	0.3	1.6	2.5	0	3	3.5	9.3	1.9	4.1	0.2	0.5	3.1	3.4	0	3.2	1.7	4	2.7
49	7.3	-	-	4.1	0	1.9	2	0	5.1	4.7	0.1	3.2	3.3	1.7	1.3	0	0.2	0.5	3.1	3.3	0	1.9	1.1	2.9	3.3
50	8.9	-	-	3.5	0	0.8	1.2	0.6	4.1	3.6	0	2.5	3.8	0.5	1.9	4	0	1.3	2.3	3.1	0	0.4	1.1	5.3	1
51	8	-	-	2.9	0.3	0.8	1	0.1	12.7	0.4	0	1.6	1.3	0	6.7	1	0	0.6	1.2	2.7	0	1.9	2.1	2.3	3.3
52	5.2	-	-	3.9	0.2	0.2	1.1	0.9	6	1.6	0	0.6	1.8	6.4	1.4	0.2	0.1	0.6	0.7	2.3	0	0.4	1.6	3.2	2.3
53	6.4	-	-	5.1	0.4	0.3	0.2	3.2	2.9	0.6	0.4	3.4	3.5	1.4	1.2	1.2	0.5	0.1	0.2	3.5	0.1	1.1	0.4	2.8	3.1
54	5.3	-	-	0.6	0.4	0.3	3.3	1.5	0	2.5	6.2	1.3	2.9	0.8	2.4	1.8	0	0.1	0	4.6	2.3	2	0.3	1.7	3.5
55	3.1	-	-	1.6	0.3	0.4	1.1	1.5	0	3.6	2.2	4.5	5	0.8	1.4	0.7	5.2	0.6	0.4	3.2	2.7	0	1.3	1.3	2.7
56	2.6	-	-	2.7	0.7	0.3	0.6	1.1	9.9	3.6	3.9	2.7	2	8.2	2.4	1.9	2.2	0.1	0.1	4	1.4	0.4	0	0.8	3.5
57	0	-	-	1.5	0	0.3	1.6	3.5	0.3	4.1	0.8	0.6	3.9	2.9	1.4	0.1	0.8	0.5	0.1	1.2	3.3	3.5	0	0.6	3.7
58	1	-	-	3.5	0	0	5.1	1.3	1.1	4.8	0	3.2	2.6	2.7	2	6.5	1.9	0.3	0.2	2.9	3.1	0.2	0	1.3	3.8
59	0.1	-	-	4.4	0.2	0.7	1.8	2.8	1.6	3.4	1.9	2.8	3.1	1.3	3.2	13.3	0.6	0.2	0.4	4.6	3.6	5.3	0	0.5	3.7
60	0	-	-	2.1	0	0	0.8	1.9	0	2.8	3.9	3	2.5	2.6	1.5	0.4	0	0.8	0	5.4	3.1	1.9	1.3	0.8	2.6
61	1.3	-	-	1.2	0	0	2.4	2.7	0.6	2.6	2.1	0.3	2.5	1.6	0.5	4.9	0.1	0	0.3	2.3	1.3	0.4	3	0.4	3.3
62	0.2	-	-	1.4	0.6	6.4	1.4	3.1	2.1	2.7	0.2	3	3	4.7	0.8	10.7	3	1	0.2	3.6	0	4.3	3.9	0.1	1.9
63	0	-	-	2.4	0.4	5	1.2	2.9	5.1	2.7	1.3	5.7	0.1	2.7	0	7.6	2.3	0	0.8	4.5	2	0.8	5.4	0.3	2.2
64	4.1	-	-	3	0	1.5	1.8	1.9	3.1	1.1	3.5	4.6	0.5	0.3	0.1	3.1	1.3	0.4	1.5	3.6	3.3	2.4	2.7	0.3	3.3
65	0.1	-	-	3.8	0.4	0.3	1.2	0.1	3.5	1.7	3.4	2.5	5.1	0.5	0	2.3	2.1	0.4	0.1	0.2	3.5	0	1.1	0.9	1.9
66	7	-	-	5.6	0.5	1.6	3.7	3.2	2.9	0.4	3.3	3	4.1	0	0.3	1.5	1.6	0.2	0.3	0	3.7	1.6	1.2	2.6	0.6
67	9.4	-	-	1.5	0.2	0.7	3.9	2.4	3	1.7	3.1	2.7	4.3	0.6	1.3	1.4	1.5	0.1	0	0	2.3	0.7	0.7	3.1	0.4
68	9.6	-	-	0.7	1.4	0.4	4.2	3.1	4.4	2.5	2.9	1.4	3.7	0.7	0.7	3.6	0.8	0.2	0.1	0	1.4	1.5	3.6	3.5	0.1
69	8.7	-	-	3.2	2.7	3.7	3.2	4.4	1.1	4.4	3.5	0	3.9	0	0	0.9	5.1	0.5	0.3	1.2	2.1	0.6	1.8	4.5	0.5
70	10	-	-	2.8	2.5	0.9	0.7	3.1	1.7	1.3	2.2	0.3	3.5	0	3	0.2	4.4	0.1	0	2.7	2.5	0.4	0.3	3.7	1.4
71	10.5	-	-	5.5	0.7	-	4.7	2.5	0.9	0.5	0.4	2.4	5.2	3.4	3.3	0.2	5.5	0.4	0.1	2.7	1.8	0.4	0.3	3.5	0.7
72	9.5	-	-	3.1	2.3	0	2.7	3.5	3.8	0.9	0.5	3.5	3.6	5.6	4.4	0	0.8	0.1	0.1	3.4	0.8	3.4	0.7	3.4	1.2
73	10.6	-	-	1.3	1.3	0	2.1	3.9	1.4	1.8	0.7	3.8	4.9	3.2	2.8	0.4	1.9	7	0.1	2.1	3.1	0.2	3.8	5.5	4.2
74	5	-	-	1.8	0.2	0.2	2.4	3.3	1.4	4	0.6	2.9	1.1	3.6	4.3	4.9	2.8	1	0.1	2.7	2.9	4.1	4.5	1.4	2.8
75	7.7	-	-	0	0.9	0.4	5.1	3.3	0	0.4	1.9	3.2	1.9	2.5	2.7	5.4	4.2	6	0	3.5	3.3	2.8	0.5	3.7	2.4
76	7.7	-	-	0.7	2.7	0.3	4.1	1.4	0	4.8	5.1	3.8	2.3	3.7	3.2	5.2	3.2	2.4	0	3.8	1.9	2.9	0.7	4.5	1.9
77	7.4	-	-	0	1.8	0.4	5.2	3.7	5.2	2.2	1.8	4.4	2.6	4.5	4.1	7.7	4.5	1.6	0.1	3.1	2.7	0.2	0.9	1.1	3
78	0	-	-	0	2.8	0.1	4.2	2.5	1.8	2.4	2.3	2.4	4.3	1.2	4.1	2.8	5.7	6.2	0	3.2	3.7	0.6	1.1	2.5	3.4
79	8.3	-	-	0	4.3	0	1.2	3.8	2.1	3.8	4.7	1.8	3.7	0.6	2.9	1.6	0.6	3	0	2.6	2.4	3.4	1	3	5.2
80	10	-	-	4	4.3	0	2.5	2.4	1.3	0.4	2.9	1.8	4.3	2.2	3.7	1.2	1.2	3.9	0.1	2.9	3.6	2.9	0.6	1.3	1.8
81	10.8	-	-	3.5	0.9	0	2.5	3	2.6	1	2.2	2.5	3.8	2.9	3.6	0.2	4.2	2.4	0.1	1	3.5	3.5	0.8	3	2.2
82	7.5	-	-	3.7	2.8	1	3.5	4.7	2.1	2.2	3.5	4.6	3.2	2.6	4.8	3.4	1.7	3.5	0.1	3.6	3.9	1.6	1	4.1	3.3
83	8	-	-	4.7	3.6	0.3	2.5	1.7	3.2	3.1	3.2	5.1	2.2	0.1	3.1	2.3	0	2.4	0.1	0.1	0	2.8	0.6	0.4	3.5
84	2.6	-	-	3.8	0.5	0	2.9	2.3	3.9	3.6	2.4	0.7	2	1.3	1.9	2.8	1.5	6.5	0.1	3.2	0.7	1.4	0.3	5.1	3.6
85	8.3	-	-	4.5	1.6	0.3	4.1	3.7	3.8	4.3	2.7	1.9	2.5	4.1	1.7	1.7	0.6	3	0.1	2.8	0	1.5	1.2	3.8	4.5
86	5.7	-	-	4.9	2.8	0.2	4.1	4.5	4.3	5.6	2.5	0.4	4.1	5.1	0.2	0.2	2.2	0.8	0.1	2	0.1	0.8	1.7	4.8	4.3
87	5.5	-	-	4.9	3.1	0.2	4.1	3.3	4.1	4.3	2.2	0.4	3.5	1.1	0	1.3	3.6	2.1	0.1	3.2	1.3	1.9	2	4.1	3.7
88	7.8	-	-	0.1	3.1	0.6	3.3	1.2	3.6	5	6.1	5.1	0.7	1.7	0.4	2.5	4.7	2.8	0	0.8	6.4	5.1	2.2	3.8	4.5
89	1.2	-	-	0	2.4	0	2.1	4.3	3.5	4.3	4	3.2	1.9	3.4	1.8	0.3	4.4	1	0.1	0.8	1.4	2.1	3.8	3.7	4.4
90	4.3	-	-	2.7	2.9	0	0.3	4.2	4.1	4.5	3.5	3.5	0.3	1.7	0.3	3.7	3.6	1.7	0	4.7	4.6	1.4	4	1.8	1.9
91	0.2	-	-	1.8	4.5	0	0.1	4.4	5.2	4.2	3.2	3.8	1.2	1.2	0.2	2	2.7	1.7	0	4.1	3	2.9	5	0.7	1.5
92	1.6	-	-	2.7	4.2	0	0.5	3.8	2.7	5.3	3.2	2.8	2.5	3.2	0.4	6.4	3.9	0.5	0	2.6	5	3.9	3.6	5.1	1
93	6.3	-	-	3.9	3.8	0	0.7	3.7	2.2	3.6	5.3	0.8	4.2	1.7	2.5	4.2	2.2	0.2	1.7	3.6	0.6	3.9	2.1	2.4	1.4
94	6.7	-	-	4	3.9	0	1.8	3.5	2.9	3.7	3.1	1.8	3.1	5.2	2	5.3	4.7	0.8	1.3	1.9	2.3	2.1	4.1	0.2	3.2
95	1.8	-	-	2.6	3.9	0	2.7	3.2	3.7	3	1.7	0.5	4	3.3	4.6	3	4.5	0.2	2.9	4.5	0	2.7	2.7	0	4.7
96	8.2	-	-	0	4.3	0.1	3.3	2.8	5.4	3.2	2	0.3	3.4	1.7	4.6	3.2	3	2	3.6	1.4	0.8	1.5	1.8	0	2.8
97	5.5	-	-	1.1	5	0.1	0.9	3.2	4.2	4.7	1.4	1.8	4.3	0.2	3.9	3.4	4.8	1.3	0	1.2	4.6	8.6	0.9	0	2.2
98	1.5	-	-	0.3	4	0.3	4.4	2.7	4.8	4.1	2.8	1	5.1	3.2	3.1	4.3	1.5	1.4	0.1	0	0.2	9.6	0	0.1	3.7
99	8.4	-	-	0	4.8	0.4	3.9	4.5	3.8	1.7	3.7	0	2.8	1.3	5.5	3.9	2.6	0.7	0	4.7	1.9	5.4	1.6	0.1	5.3
100	3	-	-	0.2	3.2	0	1.6	0.3	3.4	2.7	3.4	3.4	3.5	2.1	1.1	4.8	1.8	1.8	3.6	0.6	5.2	6.4	2.8	0.4	6.7
101	5.2	-	-	0	3	0.2	4.7	4.7	2.8	2.9	2.7	3.5	2.1	1.4	2.3	2.8	6.4	4.6	2.8	0.4	2.1	1	3.7	0	5.1
102	1.2	-	-	0	4.3	0.2	0.4	3.3	3.2	1.5	2.3	0.6	1.8	3.1	3.7	1.3	6.1	3.5	1.5	1.2	3.8	0.6	5.7	0	5.6
103	7.8	-	-	0.1	1.4	0.4	0.2	3.1	1.7	4	2.2	0.4	3	3.2	4.5	0.4	0.5	4.3	2.6	0.1	0.7	0.8	4	0	6.3
104	1	-	-	0.7	0.5	0.3	0.2	0.9	2.9	3.3	2	0.1	4.1	0.9	4.5	0	4.6	0.3	3.4	0.2	0	1.2	1.5	0	6.4
105	0.1	-	-	0.8	2.9	3.6	1.5	2.6	3.8	3.6	2.1	0.5	4.6	0	4.9	3.3	3.8	0	3.6	0.1	0	0.7	5.3	0.7	3.1
106	0.6	-	-	0.2	4.5	3.6	0.7	3.9	3.3	4	0.1	0.2	5.1	2	0.5	4.2	3	4.5	3.7	0	0	0	4.1	0.4	6
107	3.4	-	-	0	5.1	3.4	0.4	2.6	4.4	2.6	3.7	0.9	5.6	4.9	4.7	2.1	1.2	2.4	4	0	0	0	1.1	0	4.9
108	0.5	-	-	0	4.7	4.9	0	2.8	4.7	1.6	3.6	3.6	5.5	3.3	1.1	4.5	3.4	12.5	5.2	0.8	0.4	0	0.9	0.2	2.6
109	0.1	-	-	0.5	4.7	4.8	0.5	4.5	1.4	1.5	4	1.2	5.6	2.8	1.9	4	5.2	4.1	1.9	0.2	0.5	4.6	1.7	1.5	3
110	0	-	-	0.2	4.3	3.4	0.9	3.3	0	3.2	1.9	6.7	3.7	6.3	4.7	3.4	6.6	3.9	4.2	0	0.1	1.5	1.1	0.2	5.1
111	1	-	-	0.2	4.6	3.5	1.6	4.5	0	2.8	5.1	0.9	3.2	2.8	4.7	3.2	4.7	0.6	3.6	0	0.1	0.5	1.3	3	5.4
112	0.4	-	-	1.1	4.7	5	0.2	6.2	4.4	3.6	3.4	0.1	0.3	5	4.9	4.5	4.7	1.2	0.7	0.4	0.1	0.6	0.1	2.7	5.1
113	1.8	-	-	0	4.9	4.7	0	6.3	4.1	4.4	1.5	2.1	0.3	2.5	4.5	1.2	3.9	0.4	5.8	4.5	0	2.2	0	4.5	3.2
114	0	-	-	0.4	4.5	4	3	3.4	5.1	3.9	1.7	3.4	0	1.9	4.3	0.4	2.3	0.5	5.8	5.2	0	4.2	0.9	4.9	2.9
115	1.4	-	-	1	4.9	4.4	3.4	2.1	0.6	4.6	0.6	3.8	0.2	3.9	1.4	0.4	2.2	0.1	1.5	5.6	2.7	0.5	4.9	1.4	3.1
116	0	-	-	0	3.7	5.9	3.9	3.2	1.2	3.9	3.1	2.8	1.6	5.5	3.6	0.1	0.3	0.1	3.6	0	2.9	0	3.6	0.5	0.6
117	5.9	-	-	0.3	1.3	4.7	4.5	1.8	2.7	3.2	2.1	4.3	2.4	4.8	3	2.1	0.8	2.2	0.1	1.2	0.1	0.6	1	0	4.1
118	4.4	-	-	0.1	2	5	3.3	4.6	1.3	3	1.9	4	6	5	0.7	0.4	0.3	4.8	0	3.9	3.1	0	0.7	0	4
119	4.7	-	-	0.6	2	3.8	2.6	3	0.7	3.3	0.9	4.9	4.5	5.1	3.4	2.6	1.5	0.5	1.2	0.5	3.4	0.7	0	0	4.2
120	6.5	-	-	0.2	3.9	4.3	3	4.8	1.2	0	1.2	4.8	6.4	3.7	4	5.4	1.3	0.3	2.5	0.3	2.4	0	2.1	0	1.5
121	-	-	-	0.4	3.3	5	2.3	3.1	3	0.4	0.6	3.1	6.2	2.4	1.7	6	4.6	0.8	0.1	0.6	3.9	0	0.8	0	0
122	-	-	-	0.5	2.9	4.4	0	3.3	5.4	0.1	1.8	1.7	6.1	3.8	4.2	3.3	3.9	0.6	0.2	0.4	4.2	0.3	0.7	0	3
123	-	-	-	0.3	0.5	5.3	4.3	4.1	1.8	2.2	5.1	0.5	5.3	3.3	5.1	4.2	1.6	3.8	0.7	1.6	1.7	0.5	1.1	0	2.8
124	-	-	-	0.5	0.5	3.2	2.5	4	2.1	4.2	0.4	1.7	5.1	1.5	4.5	3.3	1.3	3	0	0.4	3.7	0	0.5	0	3.1
125	-	-	-	0.3	4.6	1.5	0.3	4.5	1.7	3.8	2.2	1.3	4.1	2.4	4.8	4.3	5.1	0.9	0.4	0.5	2.1	0	0.4	0	3.5
126	-	-	-	1.1	2.3	3.4	0.2	1.6	2.4	0	3.4	4.3	5.3	3.9	2.8	0.2	2.1	2.5	0	0.8	1.5	0.1	0.7	3.6	0
127	-	-	-	0.5	1.6	0.9	0	2	5.5	4.3	5.4	2.8	5.8	8.8	3.2	1.8	3.5	3.3	0	0.3	0.4	0.6	0.9	4.8	0
128	-	-	-	0.2	3	2.7	0.7	3.1	6	2.8	4.1	0	5.6	2	3.7	0.7	4.5	4.5	0	1.4	3.9	0.7	1.2	2.2	3.4
129	-	-	-	0.4	1	1.5	4.7	5.4	5.2	1.1	4.3	2	3.2	6	5.1	1.2	4.2	0.8	0	0.5	2.4	0.1	1.8	2.2	0.4
130	-	-	-	4.6	4.7	4.7	1.2	3.5	4.6	6.4	3.9	2.5	5	4.1	3.2	1	5.8	5.3	0	0.5	5.2	0.4	1.1	6	1.4
131	-	-	-	4.3	0	3.9	1.9	4.4	4.5	4.5	3.5	2.9	4.9	3.2	6.1	2.9	6.6	4.7	0	0.5	3.4	0.1	0.7	1.4	3.3
132	-	-	-	3.8	1.6	1.8	3.2	5.8	4.7	3.6	3.1	1.7	6.4	5.5	5.2	3.5	5.3	0.3	0	0.7	3.5	0.6	0.6	0.9	3.4
133	-	-	-	4.6	9.7	0	4.1	5.5	3.9	4.3	2.2	1.7	3.9	4.9	7.9	14.2	5.8	9	0	1	5.2	0.1	1	0.3	0.5
134	-	-	-	4.7	3.8	4.7	2.5	5.7	1.7	3.4	5.5	3.9	4.4	2.9	4.3	2.4	1.5	5.1	0	0.7	2.5	0.3	1.4	5.8	4.8
135	-	-	-	5.4	4.7	3.3	3.8	6	0.1	1.5	3.6	3.1	3.4	1.9	5.3	2.6	0.1	0.4	0	0.5	1.2	0.3	1.2	2.7	1.2
136	-	-	-	4.4	4.1	0.2	4.9	5.4	2.5	2.7	4.3	1.7	3.4	1.2	5.7	5.8	0.5	0.1	1.7	0.6	3.4	0	0.8	1.2	1.8
137	-	-	-	3.8	0.8	1.2	3.9	2.1	1.2	3.9	4.3	0.8	0	0.2	6	5	0.1	0.1	1.7	0.5	3.7	0	1.5	-	5.2
138	-	-	-	5.1	1.2	3.5	4.7	0.9	0.1	4.5	4.1	1.2	5.3	6.1	6.5	7.6	0.4	0	0	0.2	5.3	1.7	0.7	-	1
139	-	-	-	4.8	3.1	3.5	5.1	5.9	0.2	1.5	4.4	0	3.7	5.1	6.2	4.9	3.8	0.1	0	0.8	5.5	1.5	0.2	-	0.9
140	-	-	-	4.2	4	3.9	3.9	3.1	0.4	2	2.7	0	1.1	5.5	5.5	4.9	5.1	0	1.1	0.2	3.4	2.5	0.4	-	0
141	-	-	-	5.2	4.5	3.8	1.6	1.6	1.1	2.7	0.2	0	1.9	4.8	0.5	4.7	2.9	4.7	0	0.4	3.1	3.6	0.5	-	0.1
142	-	-	-	5.3	3.8	1.1	0	1.7	1.8	4.7	0.6	0.1	2.6	1.9	1.6	5.4	0.5	2.9	0	0.6	5.8	1.3	0.5	-	1.6
143	-	-	-	4.7	3.3	1.8	3.6	1.5	1.4	5.2	3	0.8	11.5	5.1	1	5.9	0.2	2.6	0	0.7	0.6	1.1	0.6	-	1
144	-	-	-	3.3	3.1	2	3.1	3.8	1.4	3.6	5.4	4.4	4.2	5.2	3.1	0.7	3	6.5	0	0.6	4.5	2.4	0.7	5.4	3.4
145	-	-	-	1.2	4.6	4.1	3.6	1.6	1.8	2.9	4.7	1.2	4.9	4.1	2	5.2	3	4.6	0	0.2	5.9	3	3.1	4.7	4.7
146	-	-	-	0	5.2	3.2	3.6	4.8	1.1	3.3	4.4	2.8	6.8	8.6	5.5	4	3.5	5.3	0	0.1	4.4	5.4	7.6	5.7	4
147	-	-	-	0	2.9	5	2.1	4.9	0	2	3.3	1.4	6	6	4.3	4.5	1.9	5.9	0	0	3.2	4.8	5.7	4.7	1.6
148	-	-	-	3.2	0	3.7	0.7	5.1	0.6	1.9	2.2	3.2	4.8	4.9	2	5.8	0.1	4.4	0	0.4	2	4	3.7	3.2	2.4
149	-	-	-	4.4	0.2	4.5	0.1	4.2	0.9	4.5	2.1	0	7.4	4.9	4.9	5.7	0.3	4.4	0	0.5	0.9	5.9	0.9	4.6	0.8
150	-	-	-	5.2	0.5	5.5	0	2.4	1.1	0.5	3.7	0.1	1.1	6.3	5.2	5	0.8	1.7	0	0.1	2.4	4.6	2.4	6.1	1.7
151	-	-	-	0.8	0.6	5.2	0	4.6	1.9	0.8	5.1	0.8	0.4	6.3	4.3	3	5.3	4.7	0	0.3	4.9	3.5	3	6.1	5.8
152	-	-	-	3.6	0	6.1	0	4	0.5	2.9	5.8	1.5	0	6.1	5	3.6	2	2.4	0	0.6	5.6	1.8	7.3	5.8	
