dt	solar	precp	temp_max	temp_min	evap	temp
1994-7-23	18.01	0	33.6	24.8	5.2	25.6
1994-7-24	18.83	0	34.5	24.9	4.8	28.3
1994-7-25	11.03	32	33.1	23.9	1.8	26.5
1994-7-26	11.85	98.5	33.6	23.3	1.7	26
1994-7-27	15.29	0	32.5	23	3.6	27.8
1994-7-28	16.29	0	33	24.8	4.4	28.6
1994-7-29	12.97	0	32.4	24.2	3.3	28.4
1994-7-30	14.81	0	33.6	23.6	4.3	27.7
1994-7-31	13.42	15	33.4	25.1	2.6	27.9
1994-8-1	13.81	2	32.7	25.1	2.8	28.1
1994-8-2	14.56	0	32.7	25.4	3.6	28.2
1994-8-3	5.34	12	31.5	25.1	0.5	27.9
1994-8-4	3.02	37	26.3	23.9	0	25.1
1994-8-5	6.15	1	29.5	24.1	0.1	25.9
1994-8-6	13.31	0	32.4	23.5	3.4	27.3
1994-8-7	7.84	1.5	31.9	24.2	1.2	26.6
1994-8-8	1.57	159	27.5	24.3	4.6	26.1
1994-8-9	4.25	31.5	28.7	23.7	2.6	26.3
1994-8-10	4.32	66	27.9	23.8	0	25.1
1994-8-11	3.74	43	26.6	24.2	0	24.9
1994-8-12	16.83	16.5	31.4	23.7	2.5	27.1
1994-8-13	18.41	0	32.9	25.1	5	28.5
1994-8-14	13.47	2.5	32.4	24.4	2.7	27.6
1994-8-15	8.91	1	30.1	24.3	2	26.2
1994-8-16	15.72	0	32.2	24.3	3.9	27.8
1994-8-17	17.62	0.5	33.1	24.9	5	28.1
1994-8-18	10.83	9	31.7	25.5	1.3	27
1994-8-19	17.69	0	33.1	24.2	4.9	28
1994-8-20	17.24	3	32.6	24	1.7	27.7
1994-8-21	9	9.5	30.5	23.9	2.4	26.6
1994-8-22	16.95	0	32.8	24.4	4.4	28.4
1994-8-23	15.66	0	33.2	24.1	4.8	27.8
1994-8-24	16.1	0	33.3	25.5	4.5	28.3
1994-8-25	14.24	0	33.3	25.4	4.2	28.3
1994-8-26	15.08	0	32.9	25.4	3.8	28.5
1994-8-27	16.9	0	34.2	25.1	4.8	28.8
1994-8-28	14.94	0	32.1	24.5	3.8	28
1994-8-29	14.22	0	31.4	24.5	3.1	27.4
1994-8-30	16.8	0	33.5	24	3.8	27.6
1994-8-31	17.31	0	32.3	26.6	4.1	29.6
1994-9-1	-	107	26.9	23.6	-	24.6
1994-9-2	14.8	0	32.1	21.6	4.4	26.6
1994-9-3	18.2	0	32.7	23.1	4	27.7
1994-9-4	17.5	0	33.4	25	4.2	28.6
1994-9-5	17.6	0	32.3	24.4	5.1	27.6
1994-9-6	13.1	2	33.2	23.7	2.3	26.3
1994-9-7	17.8	0	32	23.4	4.9	27.5
1994-9-8	13.8	0	31.8	23.7	3.5	27.4
1994-9-9	15.32	0	29.8	25.3	3.8	27
1994-9-10	15.19	0	31.4	24.1	3.6	27.5
1994-9-11	8.58	0.5	31.3	24.4	1.5	27.2
1994-9-12	12.79	0	31.7	24	3.8	27.5
1994-9-13	11.03	0	31.6	23.6	2.8	26.6
1994-9-14	16.75	0	32.7	23.4	5	27
1994-9-15	16.03	0	31.4	22	5.7	25.9
1994-9-16	12.74	0	30.8	21.6	3.8	25.1
1994-9-17	9.55	0	29.2	20.8	3.3	24.1
1994-9-18	14.91	2.5	28.8	20.2	3.1	23.8
1994-9-19	15.07	0	30.6	22.3	3.8	25.5
1994-9-20	14.55	0	31.8	21.9	3.9	26
1994-9-21	15.5	0	32	22.5	3.5	26.7
1994-9-22	16.2	0	32.7	22.7	4.7	26.7
1994-9-23	10.11	0	31.9	23.2	3	25.9
1994-9-24	6.68	2	28.4	21.2	1.4	24.2
1994-9-25	15.47	0	30	19.9	4.3	23.8
1994-9-26	16.73	0	30.8	18.7	4.1	23.2
1994-9-27	14.35	0	30.5	18.8	4.1	23.4
1994-9-28	15.31	0	30.1	19.2	4.2	23.5
1994-9-29	15.36	0	30.1	18.6	4.8	22.8
1994-9-30	13.9	0	30.1	18.2	3	23.2
1994-10-1	15.66	0	30	17	3.6	23
1994-10-2	13.58	0	29.5	17	3.2	22.9
1994-10-3	13.52	0	30	19.2	3.2	23.6
1994-10-4	12.79	0	28	21.8	3.4	23.8
1994-10-5	10.64	0	30.5	20.1	2.7	24.3
1994-10-6	12	0	32	21	3.5	24.8
1994-10-7	11.92	0	30.8	21.9	3.8	25.5
1994-10-8	13.71	0	32	21.8	3.1	26.5
1994-10-9	3.72	0	28.6	23.2	2.1	25.1
1994-10-10	3.24	6.5	25	22.1	0.4	23.2
1994-10-11	15.45	0	32.9	20.9	3.3	25.6
1994-10-12	13.91	0	31.3	21.1	3.2	25.3
1994-10-13	12.5	0	31.2	21.9	3.6	25.5
1994-10-14	13.98	0	31.5	21.2	3.9	25.2
1994-10-15	12.86	0	31.9	21.8	3.6	25.7
1994-10-16	14.75	0	31.7	21.6	3.9	25.8
1994-10-17	11.76	0	30.9	22	2.9	25.7
1994-10-18	10.97	0	31.1	22	3	25.4
1994-10-19	11.55	0	31.5	20.8	2.8	24.5
1994-10-20	9.55	0	26.5	19.2	4.5	22.3
1994-10-21	13.32	0	24	14.1	2.2	19.4
1994-10-22	12.47	0	24.7	14.5	3.6	19.3
1994-10-23	14.04	0	27.3	14.6	4.6	20
1994-10-24	12.72	0	28	15.9	2.7	20.6
1994-10-25	14.01	0	28.9	15	2.3	20.5
1994-10-26	14.27	0	27.5	15.6	4.2	20.9
1994-10-27	13.37	0	31.5	17.2	1.5	22.1
1994-10-28	8.23	0	26.4	17.9	3.3	22.2
1994-10-29	11.45	0	26.6	15.4	4.9	19.9
1994-10-30	12.22	0	25.3	15.3	3.5	18.9
1994-10-31	12.45	0	26.3	13.6	3.3	18.5
1994-11-1	12.74	0	27.5	14.2	2.1	19.6
1994-11-2	13.04	0	27.7	14.5	3.1	20.4
1994-11-3	13.28	0	28.3	14.9	5.7	20.4
1994-11-4	12.43	0	29.2	15.2	2.9	20.5
1994-11-5	12.37	0	27.6	15.4	2.1	19.9
1994-11-6	11.21	0	28	15	0.8	19.9
1994-11-7	12.17	0	28.5	14.5	0.4	19.5
1994-11-8	10.34	0	28.4	16.3	1	21.3
1994-11-9	11.94	0	28.4	16.9	5.1	21.4
1994-11-10	12.46	0	28.6	14.3	2.7	20.4
1994-11-11	10.59	0	27.9	15.4	2.1	20.7
1994-11-12	11.6	0	28.9	16.4	2.6	21.5
1994-11-13	12.58	0	30.4	15.1	2.7	21.7
1994-11-14	12.19	0	30.1	16	2.1	22.2
1994-11-15	10.54	0	29.6	18.1	1.2	22.9
1994-11-16	8.56	0	28.8	19.7	0.7	23.1
1994-11-17	9.97	0	28.6	18.1	0.9	22.8
1994-11-18	10.5	0	28.5	18.3	0.7	22.8
1994-11-19	9.66	0	28.6	18.3	3.7	22.3
1994-11-20	8.77	0	28.6	18	1.8	22.3
1994-11-21	9.47	0	27.4	18.3	3.7	22
1994-11-22	10.96	0	28	17.4	3.6	21.5
1994-11-23	2.18	0	25.9	16.2	0.8	19
1994-11-24	9.59	0	28.3	15.3	1.5	20.8
1994-11-25	8.51	0	27.9	17.3	1.8	21.5
1994-11-26	7.83	0	29.2	18.1	2.6	22
1994-11-27	7.97	0	29	19.1	1.8	22.8
1994-11-28	8	0	28.1	18.5	1.4	21.8
1994-11-29	6.23	0	27.5	18	1.6	21.3
1994-11-30	8.49	0	29.9	17.3	1.7	22
1994-12-1	7.54	0	28.5	19.4	1.9	22.7
1994-12-2	8.16	0	28.3	18.1	2.4	22.2
1994-12-3	8.94	0	28.1	16.9	3	21.2
1994-12-4	8.71	0	26	16.3	2.9	20
1994-12-5	8.32	0	26.4	15	2.9	19.4
1994-12-6	8.85	0	28.2	15.8	2.3	21
1994-12-7	5	0	25.5	20.1	1.4	21.8
1994-12-8	7.13	0	28.2	18	1.6	21.5
1994-12-9	3.24	0	26.5	19.1	0.9	22.8
1994-12-10	7.54	0	30	20.3	2	23.8
1994-12-11	8.84	0	31.4	19.5	2.4	24.5
1994-12-12	7.18	0	29.4	20.3	2.6	23.8
1994-12-13	5.11	0	24.2	14.9	2.3	20
1994-12-14	8.91	0	26.1	14.6	2.3	19.4
1994-12-15	9.67	0	26.5	16.2	3.1	20.3
1994-12-16	9.52	0	27.7	15.3	2.5	19.6
1994-12-17	8.99	0	27.5	14	2.2	19.2
1994-12-18	6.41	0	24.3	15.9	1.9	19.3
1994-12-19	6.19	0	25.8	15.7	1.5	20.6
1994-12-20	6.38	0	26	18	1.9	21.2
1994-12-21	10.95	0	24	12.9	3.5	18.2
1994-12-22	10.28	0	25.7	11.3	1.8	16.9
1994-12-23	9.56	0	26	12.5	2	18.7
1994-12-24	3.39	0	23.7	18.6	0.4	20.5
1994-12-25	3.54	7.5	24.2	18.1	0.7	20.4
1994-12-26	8.98	2.5	26.2	17.9	1.6	20.1
1994-12-27	5.12	0	23.2	17.4	1.3	19.4
1994-12-28	7.7	1	24.9	15.7	1.2	19
1994-12-29	7.9	0	25	15.7	1.5	19.5
1994-12-30	9.48	0	26.2	14.3	2.3	18.9
1994-12-31	11.02	0	23.9	11.1	3.1	16.5
1995-1-1	11.13	0	23.8	10.7	2.6	15.7
1995-1-2	10.14	0	25	11.9	1.4	17.6
1995-1-3	9.37	0	25.9	14.1	1.9	18.9
1995-1-4	4.69	1	18.1	11.2	1.2	14.9
1995-1-5	7.07	0	16.5	5.5	2.5	12.1
1995-1-6	11.45	0	20.8	4	2.3	11
1995-1-7	11.8	0	23.7	6	1.4	13.6
1995-1-8	11.82	0	25.3	7.2	2.4	15.4
1995-1-9	11.41	0	25.7	9	2.3	16.5
1995-1-10	9.9	0	27.6	12.4	2.7	18
1995-1-11	8.51	0	24.7	15.9	1.9	18.5
1995-1-12	9.23	0	23	13.9	3	16.9
1995-1-13	6.72	0	18.8	9.2	1.9	14
1995-1-14	9.26	0	20.9	8	2.1	13.8
1995-1-15	6.87	0	21.4	10.7	1.5	15.6
1995-1-16	10.3	0	19.5	10.77	2.9	15.2
1995-1-17	12.18	0	25	9.4	2.4	15.6
1995-1-18	11.44	0	24.7	10	2.2	16.2
1995-1-19	11.96	0	25.2	10	2.6	16.3
1995-1-20	10.58	0	25.8	10.2	1.8	17.1
1995-1-21	11.4	0	25.4	12.3	2.1	17.7
1995-1-22	11.29	0	30.3	16.8	3.3	22.2
1995-1-23	10.26	0	24	14	3.6	19
1995-1-24	9.19	0	22.6	13	2.4	16.6
1995-1-25	7.81	0	22.5	13.2	1.9	16.9
1995-1-26	3.46	0	20.1	12.1	0.5	16
1995-1-27	4.7	2.5	19.8	13.5	1	15.6
1995-1-28	2.44	3.5	16	13.5	0.4	14.1
1995-1-29	5.2	0	18.1	13.1	1.1	15.1
1995-1-30	8.73	0	17.9	12	2.5	14.2
1995-1-31	3.09	0	14	11.1	1	12.4
1995-2-1	5.13	0	14.9	9.8	1.6	12
1995-2-2	6.31	0	16	10.2	1.9	12
1995-2-3	10.55	0	19.8	8.4	2.6	14
1995-2-4	12.44	0	17.1	10.1	3.5	13.3
1995-2-5	12.55	0	17.3	5.8	3.1	10.8
1995-2-6	12.65	0	20.5	5.2	2.4	11.5
1995-2-7	13.16	0	21.9	6	2	13
1995-2-8	12.15	0	23.7	8.3	2.3	15.4
1995-2-9	13.9	0	24.2	12.2	3.6	17.4
1995-2-10	8.55	0	22.9	11.6	2	16.8
1995-2-11	7.84	0	23.4	15.1	2	17.8
1995-2-12	12.76	0	27.3	15	3	19.8
1995-2-13	9.71	0	25.8	14.6	1.8	18.5
1995-2-14	3.97	13.5	19.3	14	0.6	15.8
1995-2-15	3.4	0	17.4	13.5	0	14.9
1995-2-16	8.43	0.5	21.5	13.4	2.8	16.3
1995-2-17	7.77	5	21.7	13	1.3	15.8
1995-2-18	8.27	0	24.3	14.2	1.9	17.5
1995-2-19	6.73	1	23	15.8	0.8	17.8
1995-2-20	1.81	9	17.6	14.8	0.8	16
1995-2-21	2.32	25	19.8	13.1	0.2	15
1995-2-22	1.75	27	16.1	12.9	0.3	14.5
1995-2-23	5.67	0	19.6	14.5	0.3	16.1
1995-2-24	6.05	0	19.4	14	0.4	15.6
1995-2-25	3.06	1	17.6	12.6	0.3	14.6
1995-2-26	7.82	0	19.2	12	0.3	14.6
1995-2-27	3.34	0.5	16.8	12.4	0	14.3
1995-2-28	6.38	0	20.6	9.8	0.7	15.5
1995-3-1	1.35	18.5	14.6	12.9	0	13.7
1995-3-2	1.68	19.5	17.8	13.7	0	15.1
1995-3-3	13.26	0.5	21.7	11.9	6.4	16.4
1995-3-4	14.48	0	19.8	10.7	5	14.6
1995-3-5	15.31	0	21.5	7.9	1.5	14.1
1995-3-6	3.58	0	17.2	11	0.3	14
1995-3-7	12.76	0	24.3	11	1.6	17.2
1995-3-8	13	0	25.5	13.5	0.7	18.6
1995-3-9	12.84	0	30.2	15.1	0.4	22.4
1995-3-10	10.94	0	25.9	17.2	3.7	20.5
1995-3-11	1	0	28.8	15.2	0.9	21
1995-3-12	-	0	23.2	14.2	-	18.7
1995-3-13	0.59	1	16.3	12.1	0	14.2
1995-3-14	7.19	5.5	22.2	13.8	0	18
1995-3-15	9.97	0	26.4	14.8	0.2	20.6
1995-3-16	6.52	0	30.8	18	0.4	24.4
1995-3-17	5.85	0.5	22.6	18	0.3	20.3
1995-3-18	0.81	15.5	14.6	11.7	0.4	13.2
1995-3-19	1.66	0	16.4	12.1	0.1	14.3
1995-3-20	4.25	1.5	20	13.6	0	16.8
1995-3-21	10.46	0	27	15.8	0	21.4
1995-3-22	9.97	0	28.1	17.7	0	22.2
1995-3-23	5.99	0	28.6	19.8	1	23.4
1995-3-24	13.16	0	28.4	19.5	0.3	23.5
1995-3-25	2.51	0.5	22.5	12.9	0	18
1995-3-26	11.35	0	20.9	11.2	0.3	14.9
1995-3-27	14.51	0	24	13.7	0.2	18.7
1995-3-28	11.41	0	27.5	17.5	0.2	21.2
1995-3-29	9.97	0	29.7	19.6	0.6	23.5
1995-3-30	3.36	8.5	24.9	18.3	0	22.1
1995-3-31	8.24	4	23.7	17	0	19.5
1995-4-1	2.77	19	18.8	14.5	0	16.9
1995-4-2	2.6	10.5	18.6	15.8	0	16.9
1995-4-3	2.85	2.5	17.1	14.3	0	15.5
1995-4-4	1.41	3.5	17.5	15	0	16.3
1995-4-5	5.63	0	24	16.2	0	19.1
1995-4-6	4.63	0	23.7	18	0.1	20.1
1995-4-7	2.08	15	21.5	18.1	0.1	19.4
1995-4-8	13.88	0	29.4	17.8	0.3	23.6
1995-4-9	13.19	0	29.7	18.6	0.4	24.2
1995-4-10	7.91	0	27.6	19	0	23.3
1995-4-11	10.75	0	28.6	18.8	0.2	23.7
1995-4-12	14.88	0	30	16.4	0.2	23.2
1995-4-13	12.35	0	29.2	17.8	0.4	23.5
1995-4-14	9.71	0	32.2	20.5	0.3	26.4
1995-4-15	13.82	0	31	21.8	3.6	25.9
1995-4-16	13.14	0	30.8	21.7	3.6	25.6
1995-4-17	13.25	0	29.6	21.7	3.4	25.2
1995-4-18	16.48	0	31.4	22.3	4.9	26.7
1995-4-19	13.01	0	28.5	18	4.8	23.7
1995-4-20	13.86	0	28.5	17.5	3.4	22.6
1995-4-21	12.71	0	30.8	21.6	3.5	24.7
1995-4-22	16.4	0	33	21.3	5	26.5
1995-4-23	14.37	0	32.6	21.4	4.7	25.9
1995-4-24	15.13	0	31.3	20.8	4	24.8
1995-4-25	16.47	0	31.9	20.5	4.4	25.5
1995-4-26	17.05	0	31.1	20.9	5.9	24.9
1995-4-27	16.24	0	31.8	19.4	4.7	24.9
1995-4-28	15.06	0	32.2	21.3	5	25.7
1995-4-29	14.35	0	32.5	21.5	3.8	26.1
1995-4-30	13.76	0	32.2	23.4	4.3	26.9
1995-5-1	17.62	0	33.3	21.7	5	27.2
1995-5-2	14.98	0	31.8	23.4	4.4	27
1995-5-3	16.47	0	33	23.2	5.3	26.5
1995-5-4	7.65	0	29.5	19.7	3.2	23.5
1995-5-5	4.78	0	23.3	18.4	1.5	20.3
1995-5-6	12.94	0	29.5	18.8	3.4	23.6
1995-5-7	5.23	0	26.6	20.3	0.9	22.6
1995-5-8	12.07	0	27.5	19.7	2.7	23.1
1995-5-9	8.79	0.5	28	20.1	1.5	23.2
1995-5-10	16.87	0	32.2	19.9	4.7	24.8
1995-5-11	15.32	0	31	19	3.9	24.5
1995-5-12	9.64	0	30.8	19	1.8	24.2
1995-5-13	3.55	4.5	23.7	21.5	0	22.6
1995-5-14	18.16	0	32	20.2	4.7	25
1995-5-15	10.98	0	31.4	20.6	3.3	24.5
1995-5-16	3.35	21	23.9	19.6	0.2	21.2
1995-5-17	2.84	39.5	24.3	21.3	1.2	22.8
1995-5-18	5.21	7.5	28.3	23.3	3.5	25
1995-5-19	14.2	0	32.7	22.6	3.5	27.1
1995-5-20	14.13	0	32	25	3.9	27.9
1995-5-21	12.7	0.5	31.9	22.8	3.8	27.4
1995-5-22	3.53	5.5	24.6	20.4	1.1	22
1995-5-23	3.09	20.5	25	20.7	1.8	22.6
1995-5-24	10.38	0	31	22.7	2	25.1
1995-5-25	16.26	0	31.2	22.8	4.1	27
1995-5-26	9.75	0	31.6	23.9	3.2	27.2
1995-5-27	18.57	0	33.1	24.3	5	27.6
1995-5-28	14.54	0	32.5	24	3.7	27.4
1995-5-29	17.74	0	33	24.1	4.5	28.1
1995-5-30	19.12	0	33.2	23.5	5.5	28
1995-5-31	17.97	0	33.4	23.3	5.2	27.9
1995-6-1	17.68	0	33.9	25	6.1	28.6
1995-6-2	18.4	0	34.4	23.3	5.6	28.2
1995-6-3	19.06	0	33.4	23.8	5.2	28.2
1995-6-4	16.52	0	33.5	24.6	5.5	28
1995-6-5	16.46	0	33.3	23.7	4.6	27.5
1995-6-6	15.98	0	33.2	23.8	4.2	28.1
1995-6-7	13.81	0.5	33.7	23.9	4.2	27.6
1995-6-8	9.18	88	32.2	24	1.4	26.4
1995-6-9	2.26	186.5	26.8	22.1	6.1	23.8
1995-6-10	4.81	77.5	27.1	22.4	4.7	24.3
1995-6-11	7.91	0	30.2	23.8	1.1	25.6
1995-6-12	15.12	0.5	32.4	23.5	2.9	26.6
1995-6-13	19.54	0	33.1	23.3	4.8	27.4
1995-6-14	9.68	29	32.2	22.7	1.2	25.2
1995-6-15	7.51	1.5	31.1	22.9	1.9	26.3
1995-6-16	13.05	0	32.8	25.1	3.6	28.1
1995-6-17	20.35	0	33.7	24.6	6.4	28.8
1995-6-18	13.76	0	33.9	24	4.2	28.2
1995-6-19	18.77	0	33.5	24.5	5.5	28.9
1995-6-20	16.08	0	34.5	25.5	5.3	29.3
1995-6-21	16.49	0	33.8	25.1	5.4	29
1995-6-22	20	0	34.9	24.5	6.1	29.2
1995-6-23	16.65	0	33.7	24.5	4.8	28.9
1995-6-24	17.39	0	34.6	24.6	1.3	29.1
1995-6-25	19.1	0	35.3	24.4	0.5	29.4
1995-6-26	18.96	0	34.3	24.7	0.7	29.5
1995-6-27	21.37	0	36	25.1	0.4	30.3
1995-6-28	12.07	9.5	35.5	24.4	0.2	28.5
1995-6-29	10	0	32.7	23.9	0	27.8
1995-6-30	15.04	0	33.8	24.8	0.6	28.9
1995-7-1	13.36	94.5	34	23	1.7	27.3
1995-7-2	17.44	0	33.5	24	6.7	28.1
1995-7-3	13.04	0	33.4	25.4	4.3	28.4
1995-7-4	16.14	2	33.7	24.6	5	28.4
1995-7-5	15.65	0	32.9	23.8	4	27.8
1995-7-6	16.21	0	33.6	24.7	4.9	28.5
1995-7-7	15.5	0	33.9	23.4	5.3	28.2
1995-7-8	16.09	0	34.1	24	5.8	28.4
1995-7-9	10.5	68.5	33.9	24.1	5.6	26.8
1995-7-10	10.72	102	31.5	23.3	2.1	25.8
1995-7-11	12.56	0	31.6	23.8	0	26.5
1995-7-12	13.23	69.5	32.3	23.4	3	26.2
1995-7-13	15.91	51.5	33	22.8	10.9	26.5
1995-7-14	8.36	0	30.2	23.6	1.8	26.6
1995-7-15	14.24	2.5	32.6	23.5	4.9	27.5
1995-7-16	19.2	0	32.9	24.1	5.4	28.3
1995-7-17	18.2	0	33	24.7	5.5	28.7
1995-7-18	20.51	0	35.1	25.1	6.3	29.3
1995-7-19	19.89	0	34.8	25.4	6.5	29.6
1995-7-20	19.03	0	34.3	26.7	6.9	29.8
1995-7-21	17.57	0	34.3	20	5.7	29.8
1995-7-22	17.98	0	34.1	27.2	5.6	30.2
1995-7-23	15.79	4	33.5	24.1	4.3	28.2
1995-7-24	13.49	13	32.3	23.8	3	26.6
1995-7-25	12.74	66	32.3	23.4	1.7	26.1
1995-7-26	12.49	36.5	32.3	23.3	5.5	25.8
1995-7-27	6.1	0	28.9	22.9	0.5	25.3
1995-7-28	19.06	0	33.7	22.3	4.5	28.1
1995-7-29	15.07	0	33.6	25	4.6	29.1
1995-7-30	6	17.5	30.6	24.3	0.8	26.5
1995-7-31	5.54	5	28.2	24.2	1	26
1995-8-1	5.22	1.5	29.3	24.6	0.8	26.4
1995-8-2	2.78	15	25.3	23.1	0.7	24.1
1995-8-3	10.1	13.5	31.4	22.7	2.8	25.6
1995-8-4	16.77	1	33.4	23	6.1	27
1995-8-5	10.73	0	31.6	23.8	2.7	26.3
1995-8-6	12.95	0	32.5	23.5	4.2	27.4
1995-8-7	14.48	0	32.8	24	5.3	27.8
1995-8-8	14.94	0	32.8	23.5	2.7	27.8
1995-8-9	15.73	0	33.1	25	4.9	28.6
1995-8-10	16.77	2	33.4	24.9	3.8	28.4
1995-8-11	17.03	0	33.4	24.2	5.6	28.3
1995-8-12	12.96	17.5	33.5	23.5	2	26.6
1995-8-13	9.94	1.5	31.8	23.3	2	25.9
1995-8-14	10.88	0	31.2	23.2	2.5	26.6
1995-8-15	16.84	48.5	32.8	23	5.6	26.7
1995-8-16	14.89	0	32	21.7	6	25.8
1995-8-17	18.65	1	32.5	23.2	4.6	27
1995-8-18	17.31	0	32.4	22.3	4.7	27.2
1995-8-19	12.96	0	32.4	25.3	4.4	28.4
1995-8-20	16.2	0	33.7	24.8	4.6	28
1995-8-21	15.85	0	32.7	24.5	4.7	25.3
1995-8-22	13.47	0	33.2	25.1	4.3	28.1
1995-8-23	13.68	0	32.9	24.8	3.8	28.3
1995-8-24	4.07	7.5	28.2	25.2	0.9	26.7
1995-8-25	6.37	0.5	31.1	25.4	1.1	27.4
1995-8-26	11.6	1.5	33.5	23.8	3.2	27
1995-8-27	17.87	0	33.7	22.7	5.4	28.2
1995-8-28	15.83	0	33.3	25.5	4.9	28.7
1995-8-29	13.65	0	33.1	25	4	28.7
1995-8-30	7.27	0	31.3	25.6	2	27.9
1995-8-31	10.77	0.5	33.1	25	2.6	28.3
1995-9-1	16.59	0	34.1	24.5	4.7	28.7
1995-9-2	15.21	0	33.2	25.3	4.5	28.8
1995-9-3	15.68	0	33.4	25.8	4.8	28.6
1995-9-4	17.04	0	34.6	25.2	4.6	28.7
1995-9-5	14.91	0	33.8	24.5	4.9	28
1995-9-6	15.07	0	34.1	23.6	5.3	28.4
1995-9-7	10.49	0	35.1	28	3.2	29
1995-9-8	14.8	0	34.2	25.5	4.9	28.9
1995-9-9	14.31	0	33.9	25.8	4.9	28.8
1995-9-10	16.66	0	34	28.1	6.3	29.1
1995-9-11	16.16	0	35.5	28.6	6	29.9
1995-9-12	14.8	0.5	34.9	25.3	4	28.8
1995-9-13	15.56	13	34.1	24.3	4	27.8
1995-9-14	13.46	0	33.1	23.9	2.4	28.1
1995-9-15	14.08	1	33.3	25.8	4.5	28.7
1995-9-16	14.66	0	32.4	22.6	6.1	27.2
1995-9-17	16.66	0	31.6	21.4	6.8	25.8
1995-9-18	16.12	0	31.9	20.6	5.1	25.3
1995-9-19	15.09	0	32.3	21	5.1	26.1
1995-9-20	2.58	1.5	25.8	20.5	0.5	23.4
1995-9-21	2.59	0	23.9	20.5	0	22.1
1995-9-22	1.96	0	28	21.6	1.8	23.9
1995-9-23	11.65	0	29.9	22.8	3.1	25.2
1995-9-24	15.1	0	30.6	22.9	4.6	26.1
1995-9-25	15.41	0	31.2	22.7	4.8	26.2
1995-9-26	14.48	0	31.6	22.6	4.3	26.6
1995-9-27	15.1	0	31.8	23.1	4.2	27.4
1995-9-28	10.98	0	33	22.7	5.2	27.1
1995-9-29	13.42	0	31.6	23.3	4.3	26.8
1995-9-30	12.7	0	31.6	24.4	4	27
1995-10-1	12.5	0	32	23.3	2.9	25.9
1995-10-2	8.29	0	32.4	23.8	1.9	27.1
1995-10-3	13.76	0	32.9	24.7	3.8	28.2
1995-10-4	14.52	0	32	23.2	3.6	27.2
1995-10-5	12.14	0	31.4	23.2	3.3	26.7
1995-10-6	14.4	0	31.2	23.3	4.7	26.8
1995-10-7	13.29	0	31.7	22.6	4	26.2
1995-10-8	14.03	0	32.4	23	4.1	26.7
1995-10-9	10.69	0	31.7	23.2	3.4	25.9
1995-10-10	9.51	19.5	30.5	22.1	2.7	25.3
1995-10-11	12.38	0.5	31.8	21.7	3.8	25.7
1995-10-12	12.61	0	31.9	22.2	3.8	26.1
1995-10-13	12.68	0	31.3	21.6	4.3	25.4
1995-10-14	11.02	0	30.1	21.2	3.3	24.6
1995-10-15	12.26	0	30.6	20.5	3.6	24.9
1995-10-16	13.06	0	31.2	20.8	4.1	25
1995-10-17	13.17	0	31.4	20	3.8	24.2
1995-10-18	13.39	0	31	19.1	4.4	23.3
1995-10-19	13.48	0	30.1	19.4	3.8	23.5
1995-10-20	13.94	0	31.4	19.8	4.5	21.4
1995-10-21	13.44	0	30.8	19.9	4.9	23.8
1995-10-22	13.58	0	31.3	18.8	4.3	23.6
1995-10-23	13.85	0	32.3	19	3.9	24.2
1995-10-24	11.73	0	29.6	18.7	3.6	23.4
1995-10-25	13.2	0	30.2	19.1	4.3	23.3
1995-10-26	8.51	0	28.3	19.4	2.3	23.1
1995-10-27	7.56	0	29.4	19.3	2.6	23.1
1995-10-28	12.36	0	30.9	18.7	3.4	23.4
1995-10-29	12.88	0.1	30.5	18.8	3.6	23.3
1995-10-30	10.76	0	31.4	19.4	2.4	23.9
1995-10-31	12.72	0	30	17.8	4.8	22.6
1995-11-1	9.97	0	28	16.2	4	20.9
1995-11-2	9.95	0	27	15.5	3.9	19.7
1995-11-3	11.07	0	27.7	14.8	3	20
1995-11-4	10.93	0	30.6	16.5	1.6	22.5
1995-11-5	7.17	0	30	21.2	2	25
1995-11-6	8.74	0	29.7	21.7	2.6	24.5
1995-11-7	3.74	0	30	19.4	4.5	23.9
1995-11-8	2.21	0	22.1	17.1	1.4	19.6
1995-11-9	8.01	0	27.1	15.9	1.5	20
1995-11-10	9.02	0	26.5	15.3	2.7	20
1995-11-11	10.5	0	27.2	13.6	2.5	19.4
1995-11-12	9.41	0	28.5	17.2	2.9	21.8
1995-11-13	10.64	0	29.3	17.2	3.2	21.9
1995-11-14	9.55	0	24	16.2	3.4	19.6
1995-11-15	2.65	0	21.7	16.7	0.7	18
1995-11-16	10.13	0	27.7	16.5	2.5	20.4
1995-11-17	11.75	0	30.5	15.1	3.4	21
1995-11-18	10.51	0	29.3	15.8	2.9	21.2
1995-11-19	3.44	0	28.3	16.2	3.6	21.6
1995-11-20	9.83	0	25	14.7	3	19.2
1995-11-21	6.58	0	23.9	16.4	1.5	18.8
1995-11-22	9.34	0	28.4	17.7	1.8	20.8
1995-11-23	11.11	0	24.1	10.6	4.2	18.3
1995-11-24	11.25	0	19.6	8.2	2.9	13.1
1995-11-25	10.84	0	24.4	8	1.8	15.2
1995-11-26	10.94	0	25.4	10.4	2.5	17.4
1995-11-27	10.12	0	26.2	11.7	2.2	18
1995-11-28	6.46	0	25.8	13.2	0.7	18.5
1995-11-29	9.9	0	26.2	16.6	2.7	19.8
1995-11-30	8.49	0	28.7	13.8	2.6	19.4
