dt	solar	precp	temp_max	temp_min	evap	temp
1990-3-4	2.13	13.5	14.4	11.7	0	13
1990-3-5	7.98	4	15.9	10.2	4.1	12.8
1990-3-6	3.39	3.5	15.3	10.7	0.1	12.7
1990-3-7	13.6	0	21	11.7	7	14.7
1990-3-8	17.881	0	22.9	10.2	9.4	16
1990-3-9	19.21	0	24.8	13.8	9.6	18.4
1990-3-10	18.29	0	24.3	13.3	8.7	18.2
1990-3-11	20.73	0	26.8	15.1	10	20.7
1990-3-12	19.98	0	26.5	15.1	10.5	19.5
1990-3-13	16.84	0	24.4	13.4	9.5	18.2
1990-3-14	19.42	0	25.9	16	10.6	20.4
1990-3-15	11.17	0	25.3	16.5	5	19.8
1990-3-16	13.01	0	23.6	15.9	7.7	19.2
1990-3-17	17.12	0	24.7	15.9	7.7	18.8
1990-3-18	15.32	0.5	24	15.7	7.4	18.6
1990-3-19	3.36	0	17.9	14.8	0	16
1990-3-20	18.52	0	25.4	15.7	8.3	19.1
1990-3-21	18.91	0	24	17.5	10	20.1
1990-3-22	20.02	0	28.3	15.7	10.8	21.7
1990-3-23	16.96	0	29.5	19.4	7.5	23.9
1990-3-24	17.35	0	29.3	20.7	8	24.4
1990-3-25	8.55	0	26.3	18	2.6	22.3
1990-3-26	17.65	0	25	17.4	8.3	19.8
1990-3-27	13.56	0	27	17.6	5.7	21.3
1990-3-28	12.95	0	26.2	18.8	5.5	22.4
1990-3-29	15.27	0	27.2	18.2	7.8	22.4
1990-3-30	6.2	0	25.6	19.1	1.2	20.7
1990-3-31	9.82	0.5	25.2	18.5	4.3	20.9
1990-4-1	3.46	7	23.4	19.4	0.2	20.6
1990-4-2	5.51	0	23.8	17.9	1.6	20.8
1990-4-3	13.68	0	28.7	18.4	6.3	23.1
1990-4-4	16.5	0	23.9	16.7	6.7	20.1
1990-4-5	10.02	0	22.7	15.5	1.8	18
1990-4-6	16.59	0	25	16.9	8.2	19.9
1990-4-7	11.37	0	27	16.3	5.5	21.1
1990-4-8	8.5	0	23.1	17.2	1.5	20.4
1990-4-9	17.18	0	27.7	16.8	8.4	21.7
1990-4-10	10.3	17	29.4	19.5	3	23.1
1990-4-11	11.93	9.5	28.7	20.5	5.2	24.1
1990-4-12	6.69	64.5	27.1	17.9	1.2	22.1
1990-4-13	17.22	0	27.1	16.3	7.8	21
1990-4-14	5.69	1.5	23.8	18.6	1	20.7
1990-4-15	3.57	22.5	22.6	18.4	0.1	19.7
1990-4-16	5.14	98	24	18.1	0.6	20
1990-4-17	9.63	31.5	22.8	16.3	3.4	19.1
1990-4-18	6.14	20	22.4	17.7	0.5	19.6
1990-4-19	2.73	130.5	23.6	19.4	0.1	21.1
1990-4-20	2.79	12	23.4	20.7	0	22
1990-4-21	6.79	2	29.2	20.5	1	24.2
1990-4-22	3.65	11.5	28.8	22.6	0.4	25.6
1990-4-23	7.3	40	25.7	17.8	1.8	21.8
1990-4-24	2.46	43.5	19.3	16.1	0	17.8
1990-4-25	10.95	1	25.8	18.5	1.4	21.2
1990-4-26	4.35	11	23.4	19.3	0	20.5
1990-4-27	17.28	0	27.7	19.4	5.9	22.8
1990-4-28	14.66	0	27.7	20.8	4.4	23.7
1990-4-29	16.14	0	29.3	20.7	4.7	24.5
1990-4-30	20.16	0	29.9	21.4	6.5	25
1990-5-1	17	0	29.6	20.3	-	24.9
1990-5-2	20.6	0	30.1	22	-	25.9
1990-5-3	22.6	0	31	22.6	-	26.4
1990-5-4	17.3	0	29.2	20.3	-	24.2
1990-5-5	3	5	21	19.3	-	20.1
1990-5-6	18.6	0	28.2	20.3	-	24
1990-5-7	21.4	0	29.9	21.1	-	24.7
1990-5-8	19.6	0	29.4	20.8	-	24.6
1990-5-9	7.6	0	27.7	21.5	-	24
1990-5-10	14.2	0	29.6	21.8	-	24.9
1990-5-11	7.9	0.5	27.5	22.1	-	24.7
1990-5-12	8.9	0	28.9	22.5	-	25.2
1990-5-13	15.7	0	31.1	22.5	-	26.2
1990-5-14	20.3	0	31	21.7	-	25.9
1990-5-15	18.7	0	31.5	22.4	-	26.5
1990-5-16	18	0	30.8	22.5	-	26.4
1990-5-17	20.2	1.5	32.6	22.4	-	26.7
1990-5-18	6.8	2	24.5	20.1	-	22.2
1990-5-19	2.6	33.5	22.4	19.9	-	21
1990-5-20	17.8	0	28.2	20.4	-	23.6
1990-5-21	22.6	0	30.4	20.7	-	24.9
1990-5-22	23.4	0	31.3	20.3	-	25.8
1990-5-23	20.9	0	31.8	22.8	-	26.1
1990-5-24	20.3	1.5	28	20.8	-	24.2
1990-5-25	5.6	0	25.1	19	-	21.8
1990-5-26	11.6	0	28	20.7	-	23.5
1990-5-27	22.2	0	30.8	21.9	-	25.3
1990-5-28	21.4	0	31.3	22.5	-	26.3
1990-5-29	21.1	0	31.3	23.1	-	26.7
1990-5-30	20.3	0	31.5	23	-	26.8
1990-5-31	18.9	0	32.4	24.5	-	27.4
1990-6-1	11.2	0	30.9	23.2	-	25.9
1990-6-2	19	0	31.6	23.5	-	26
1990-6-3	6.1	60	28.3	22.7	-	24.2
1990-6-4	6.8	20	28.1	23.3	-	24.8
1990-6-5	12.4	0	29.6	22.8	-	25.1
1990-6-6	16.1	0	31.7	22.6	-	25.8
1990-6-7	10.9	0.5	31.1	23.6	-	26.6
1990-6-8	7.8	18	29.4	24.4	-	26.2
1990-6-9	5.3	80	27	23.7	-	25.1
1990-6-10	5.4	58.5	27.4	23.3	-	24.8
1990-6-11	21.1	0	31.8	23.1	-	27
1990-6-12	21.7	0	32.4	24.3	-	27.9
1990-6-13	22.4	0	32.6	24.7	-	28.3
1990-6-14	20.3	0	32.6	24.5	-	28.4
1990-6-15	23.2	0	34	25	-	29.2
1990-6-16	8.9	1.5	30.4	25.9	-	27.3
1990-6-17	11.2	8.5	32	23.6	-	26.3
1990-6-18	12.1	38	31.3	22.5	-	25.5
1990-6-19	22.9	1.5	33.2	22.3	-	27.7
1990-6-20	24.1	0	33.2	23	-	28
1990-6-21	18.4	0	32	24.6	-	27.6
1990-6-22	8.6	0	30	25.1	-	27.3
1990-6-23	5.9	70.5	29.2	24.3	-	25.9
1990-6-24	5.6	55.5	28.5	23.1	-	25.2
1990-6-25	21.7	0	32	22.7	-	27.7
1990-6-26	16.8	1	32	24.5	-	27.7
1990-6-27	16	0	31.3	23.9	-	27.6
1990-6-28	17	0	33.7	23.7	-	27.9
1990-6-29	10.1	1.5	30.5	24.7	-	26.9
1990-6-30	8.5	2.5	30.3	24	-	26.3
1990-7-1	16.33	0	31.4	24.1	5.4	27.6
1990-7-2	20.42	0	33.1	24.1	6.4	28.4
1990-7-3	16.77	8	32.7	24.4	6	27.6
1990-7-4	7.93	0.5	32	24.5	6	27.2
1990-7-5	15.54	0	32.9	25.1	3.2	28.2
1990-7-6	16.51	0	32.1	25	4.1	28.2
1990-7-7	16.42	0	32	25.8	4.3	28.4
1990-7-8	17.89	0	32.5	25.3	5.8	28.3
1990-7-9	10.88	0	32.4	25.2	1.3	27.7
1990-7-10	14.95	0	32.7	25.4	2.8	28.3
1990-7-11	20.75	0	34.3	23.2	5.3	28.8
1990-7-12	23.27	0	34.7	25.2	6.2	29.4
1990-7-13	12.38	7	33.8	24	5.3	26.9
1990-7-14	11.25	30.5	31.7	23.5	5.5	26.6
1990-7-15	23.07	0	33.9	23.8	6.6	28.5
1990-7-16	22.91	0	33.5	25.5	6.6	29
1990-7-17	21.25	0	33.9	25.8	6.4	29.2
1990-7-18	16.37	1	33.5	24.5	4.7	28.1
1990-7-19	14.41	10	32.8	23.3	6.8	27.3
1990-7-20	14.78	0	32	24	5	27.7
1990-7-21	21.3	5	34.3	23.8	6.5	27.7
1990-7-22	21.34	0.5	33.6	23.2	6.6	27.4
1990-7-23	22.95	0	33.7	22.9	6.7	28.2
1990-7-24	21.46	0	33.5	25.6	6.5	29
1990-7-25	17.87	0	33.2	26.5	4	29
1990-7-26	17.25	0	33.3	26.2	3.9	29.2
1990-7-27	12.29	0	33.2	25.3	5.1	28.7
1990-7-28	13.13	12.5	33.1	26	4.6	28.4
1990-7-29	12.86	1	32.6	24.5	5.2	27.6
1990-7-30	6.02	2	29.2	25.4	0.3	26.7
1990-7-31	3.32	13.5	27.4	24	0	25.2
1990-8-1	10.7	3.5	30.7	24.4	-	26.6
1990-8-2	8.2	6.5	31.2	24.1	-	26.3
1990-8-3	7	44	30.6	24.5	-	25.7
1990-8-4	1.9	93.5	27.8	24.2	-	25.9
1990-8-5	6.5	8	29.7	24.4	-	26.9
1990-8-6	19.9	0	32.7	24.6	-	28.4
1990-8-7	21.1	0	33.1	24.4	-	28.9
1990-8-8	21.3	0	34.1	26.7	-	29.8
1990-8-9	21.2	0	33.8	26.8	-	29.6
1990-8-10	20.4	0	33.1	26.3	-	29.2
1990-8-11	18.9	0	33.1	25.1	-	28.5
1990-8-12	21.6	0	33.1	24.3	-	28.4
1990-8-13	21.6	0	33.2	25.1	-	28.7
1990-8-14	19.7	0	33.7	25.6	-	28.7
1990-8-15	17.2	0	32.7	25.8	-	28.6
1990-8-16	15.5	0	33	24.1	-	28.3
1990-8-17	14.9	0	33.4	25.5	-	29
1990-8-18	7.8	0.5	32	26.2	-	28.1
1990-8-19	2.2	376	27.6	24.7	-	26.1
1990-8-20	3.5	108.5	27.4	25	-	26
1990-8-21	5.2	50.5	28.7	25	-	26.8
1990-8-22	6.6	18.5	29.4	23.4	-	25.7
1990-8-23	17.8	0	33.8	22	-	27.7
1990-8-24	14.5	6	31.9	24.1	-	27
1990-8-25	18.4	0	32.5	23.3	-	27.6
1990-8-26	20.7	0	36.3	22.8	-	29.7
1990-8-27	17.2	0	34.2	25.2	-	29.5
1990-8-28	17.9	0	34.1	25.4	-	29
1990-8-29	14	0	31.9	24.5	-	27.8
1990-8-30	2.2	19.5	27.1	24	-	25.7
1990-8-31	14.2	0.5	30.7	26	-	28.1
1990-9-1	8.1	0	30.3	24.8	-	27.1
1990-9-2	14.8	45.5	32.2	23	-	25.8
1990-9-3	8.4	7	30.1	22.9	-	25.1
1990-9-4	14.3	0	30.5	23.3	-	26.5
1990-9-5	16.9	0	31.8	22.8	-	27
1990-9-6	13.2	0	31.2	25.1	-	27.3
1990-9-7	17.5	6	32.1	23.8	-	28
1990-9-8	5.3	28	28.5	23.8	-	25.9
1990-9-9	9.5	13	31.7	23.9	-	26
1990-9-10	13.5	0.5	32.6	23	-	26.5
1990-9-11	17	0	32.3	21.8	-	26.7
1990-9-12	19.2	8	32.2	23.3	-	27.1
1990-9-13	17.9	0.5	31.9	24.7	-	27.7
1990-9-14	17.3	0	31.6	24.6	-	27.7
1990-9-15	17.7	2.5	32.4	24.8	-	28.3
1990-9-16	17.4	0	31.8	24	-	27.5
1990-9-17	16.7	0	31.6	23.2	-	27
1990-9-18	12.4	0	30.2	22.4	-	25.3
1990-9-19	16.3	0	30.8	22	-	25.8
1990-9-20	12.7	0	31.5	23.8	-	26.4
1990-9-21	14.5	0	32.1	23.1	-	26.5
1990-9-22	17.6	0	30.8	22	-	26.1
1990-9-23	16.6	0	30.7	23	-	26.5
1990-9-24	18.5	0	31.3	23.4	-	26.8
1990-9-25	14.3	0	31	23.2	-	26.6
1990-9-26	12.7	0	30.9	23.5	-	26
1990-9-27	14.7	0	30.8	23.2	-	26
1990-9-28	18.8	0	31.9	22.7	-	26.6
1990-9-29	17.1	0	31.4	22.9	-	26.6
1990-9-30	15.2	0	31.6	23.6	-	26.7
1990-10-1	14.4	0	31.5	23.8	-	26.5
1990-10-2	14.8	0	31	23.6	-	26.4
1990-10-3	14.7	0	31.1	22.9	-	26.2
1990-10-4	13.8	0	31.1	22.9	-	25.8
1990-10-5	16.6	0	28.9	20.4	-	24.3
1990-10-6	17.5	0	28.7	17.8	-	22.8
1990-10-7	17.7	0	29.9	17	-	22.7
1990-10-8	17	0	29.4	17.8	-	22.5
1990-10-9	15.3	0	29.5	18.6	-	22.8
1990-10-10	16.4	0	29	17.2	-	21.9
1990-10-11	15	0	29.5	17.9	-	23.4
1990-10-12	16.9	0	31	19.3	-	24
1990-10-13	15.7	0	30.7	19.4	-	24
1990-10-14	15.2	0	31.5	20.8	-	24.7
1990-10-15	13.4	0	30.5	20.7	-	24.3
1990-10-16	14.2	0	30.5	20.1	-	23.9
1990-10-17	14.2	0	31	20.7	-	24.6
1990-10-18	14.3	0	31	20	-	24.4
1990-10-19	12.9	0	30.4	20.2	-	24.4
1990-10-20	13.5	0	30.4	21.3	-	24.6
1990-10-21	12.6	0	29.8	20.5	-	24.3
1990-10-22	11.8	0	30.6	21.1	-	24.7
1990-10-23	10.8	0	29.7	21.5	-	25
1990-10-24	11.4	0	30.8	22.1	-	25
1990-10-25	9.2	0.5	26.3	18	-	21.9
1990-10-26	5	0	23.4	15.3	-	18.9
1990-10-27	13.1	0	28.1	17.3	-	21.7
1990-10-28	13.8	0	28.5	18.2	-	22.6
1990-10-29	9.1	0	28.4	18.9	-	22.6
1990-10-30	12.6	0	29.4	20	-	22.9
1990-10-31	14.5	0	30.3	19.2	-	23.6
1990-11-1	13.7	0	30.3	20.5	-	24.2
1990-11-2	13.2	0	30.4	19.7	-	24.3
1990-11-3	7.3	0	28.9	18.5	-	23.2
1990-11-4	14.3	0	28.5	16.8	-	21.5
1990-11-5	11	0	28.8	18.8	-	22.4
1990-11-6	4.4	0	26.7	18.9	-	22.6
1990-11-7	6.7	0	30.9	21.4	-	24
1990-11-8	13.3	0	30.2	19.6	-	24.3
1990-11-9	13.5	0	31.1	19.3	-	23.5
1990-11-10	5.7	0	21.3	16.9	-	18.8
1990-11-11	9.1	0	26	16.5	-	19.9
1990-11-12	14.5	0	28.9	16.8	-	21.6
1990-11-13	12.1	0	28	16.9	-	21.3
1990-11-14	13.3	0	29.3	15.6	-	21.9
1990-11-15	12.4	0	30.3	17.4	-	23.3
1990-11-16	12.4	0	29.9	17.8	-	23
1990-11-17	13	0	30.1	18.5	-	23.4
1990-11-18	11.5	0	30.2	20.4	-	24.1
1990-11-19	12.2	0	29.5	18.8	-	23.4
1990-11-20	11	0	28.5	18.9	-	23.1
1990-11-21	10.5	0	25.2	17.7	-	20.7
1990-11-22	11.9	0	26.1	15.3	-	19.6
1990-11-23	12.3	0	26.5	15	-	19.5
1990-11-24	12.7	0	27.2	14.6	-	20.2
1990-11-25	12.4	0	28	14.8	-	20.7
1990-11-26	12.3	0	27.6	15.6	-	20.4
1990-11-27	12.2	0	27.2	15.9	-	20
1990-11-28	12.8	0	25.6	15.6	-	19.2
1990-11-29	11.1	0	24.5	15.7	-	19.3
1990-11-30	11.6	0	24.2	15.2	-	18.5
1990-12-1	0	0	18.3	12.7	0.9	15.7
1990-12-2	5.67	0	17.1	11.3	0.6	13.8
1990-12-3	8.81	0	20.5	10.1	6.2	14.4
1990-12-4	12.06	0	24.4	10.6	9.2	16.2
1990-12-5	12.41	0	24.9	10.8	9.4	16.6
1990-12-6	12.24	0	25	11.4	9.6	17.1
1990-12-7	10.68	0	26.9	12.7	7.3	19.7
1990-12-8	11.32	0	28.1	15.6	8.8	20.6
1990-12-9	10.64	0	28.2	15.7	8.6	20.9
1990-12-10	10.59	0	28.8	16	8.8	21
1990-12-11	11.73	0	28.8	16.5	9.3	20.6
1990-12-12	6.24	0	23.8	16.1	2.7	18.7
1990-12-13	9.95	0	25.6	16.2	7.5	19.9
1990-12-14	11.48	0	26.8	14.8	9.1	19.5
1990-12-15	11.33	0	26.5	14	8.7	18.5
1990-12-16	10.41	0	26.4	14.7	7.9	19.1
1990-12-17	8.48	0	26	15.2	4.6	18.9
1990-12-18	11.81	0	24.6	13	8.4	17.7
1990-12-19	10.14	0	24.5	13	7.5	17.9
1990-12-20	4.8	0	22.8	14.4	1.3	18.9
1990-12-21	10.15	0	24	13.3	8.1	17
1990-12-22	10.71	0	24.7	12.1	8.6	17.2
1990-12-23	3.83	0	19.8	12.1	0.1	16.2
1990-12-24	10.79	0	24.5	10.2	8.7	16.3
1990-12-25	12.08	0	25	11.1	9.3	17.1
1990-12-26	11.79	0	24.3	10.5	9.4	16.1
1990-12-27	10.51	0	23.2	8.9	7.5	15.1
1990-12-28	10.54	0	23.8	13.3	8.7	17.3
1990-12-29	8.1	0	25.7	13.5	5.4	18.7
1990-12-30	9.91	0	24.4	16.3	7.3	19.6
1990-12-31	6.74	0	25	15.4	3.5	19.9
1991-1-1	12.9	0	26.5	15.3	-	19.9
1991-1-2	12	0	22.7	13	-	17.2
1991-1-3	12.7	0	23.9	12.3	-	17.4
1991-1-4	11.5	0	24.6	12	-	17.2
1991-1-5	6	0	18.7	11.6	-	14.4
1991-1-6	2.7	1	18.2	12.2	-	15
1991-1-7	9.7	1	23.6	14.7	-	17.5
1991-1-8	1.4	6	16.1	11	-	14
1991-1-9	8.2	0	19.1	9.1	-	13.3
1991-1-10	12	0	24.8	12	-	16
1991-1-11	6.9	0	22	11.5	-	15.2
1991-1-12	6.5	0.5	18.9	11.9	-	14.1
1991-1-13	9.2	0.5	22	13.3	-	15.9
1991-1-14	4	0	20	14	-	15.9
1991-1-15	11.6	1	20.9	12.6	-	15.4
1991-1-16	8	0	21.6	12.5	-	16
1991-1-17	13.5	0	24.4	10.4	-	15.9
1991-1-18	10.5	0	24.5	10.9	-	16.7
1991-1-19	12.1	1.5	23.8	16.1	-	18.5
1991-1-20	8.6	0	24.7	15.5	-	18.7
1991-1-21	13.7	0	27.6	13.9	-	18.6
1991-1-22	14.4	0	26.7	13.3	-	18.6
1991-1-23	13.8	0	24.8	10.9	-	17.1
1991-1-24	13.9	0	26.6	14	-	18.5
1991-1-25	12.6	0	24.8	13.8	-	17.8
1991-1-26	11	0	23.5	12.8	-	17.4
1991-1-27	14.2	0	25.4	14.2	-	18.4
1991-1-28	2.1	14.5	17.3	15.2	-	16.1
1991-1-29	7.3	0	20.9	13.1	-	16.7
1991-1-30	15.1	0	23.7	13	-	17.1
1991-1-31	8.9	0	21.6	13	-	15.9
1991-2-1	4.9	2	15.4	11.8	-	13.5
1991-2-2	12.7	0.5	20.4	11.6	-	14.8
1991-2-3	14.6	0	22.9	11.7	-	16.2
1991-2-4	11.2	0	20.5	11	-	14.6
1991-2-5	10.6	0	24.1	10.1	-	15.5
1991-2-6	14.8	0	25.8	12.2	-	17.7
1991-2-7	16	0	26.3	12.9	-	18.7
1991-2-8	9.7	0	26.4	15.1	-	18.7
1991-2-9	14.5	0	27.5	13.9	-	20.4
1991-2-10	13	0	27.9	16.1	-	20.9
1991-2-11	13.2	0	25.6	16.5	-	19.8
1991-2-12	13.9	0	27.7	16.2	-	20
1991-2-13	10.5	0	27.5	17	-	21.4
1991-2-14	10.4	0.5	26.9	19.2	-	21.1
1991-2-15	3.5	12	20	13.8	-	17
1991-2-16	4.4	0.5	19.2	13.8	-	16
1991-2-17	6.2	0	19.6	14.1	-	16.3
1991-2-18	7.1	0	20.7	14.6	-	16.3
1991-2-19	4.4	0	17.4	12.6	-	15.1
1991-2-20	5.6	2.5	15.5	11.1	-	13
1991-2-21	5.8	0	17.6	10.3	-	12.8
1991-2-22	14.4	0	21	10.1	-	13.9
1991-2-23	10.4	0	20.9	8.8	-	13.7
1991-2-24	16.6	0	23.2	9.1	-	15.4
1991-2-25	8.7	0	21.3	12	-	16.4
1991-2-26	10.7	0	23.1	14.1	-	17.4
1991-2-27	15.1	0	24.7	13.5	-	19.2
1991-2-28	14.3	0	29	16.6	-	22.7
1991-3-1	15.2	0	25.4	16	-	20.8
1991-3-2	6.9	0	22.6	15.7	-	17.9
1991-3-3	12.2	0	24.5	15.7	-	18.7
1991-3-4	9.9	3.5	25.8	16.5	-	20.2
1991-3-5	8.9	0	23.7	17.5	-	20.9
1991-3-6	15	0	28.4	17.9	-	21.9
1991-3-7	15	0	29.2	18.8	-	23.7
1991-3-8	17.2	0	30.8	20.1	-	24.7
1991-3-9	15.9	0	27.8	19.7	-	23.3
1991-3-10	15	0	27.8	19.3	-	22.8
1991-3-11	18.4	0	30.8	18.3	-	23.8
1991-3-12	9.1	0	25.9	18.8	-	21
1991-3-13	15.9	0	26.8	17	-	21.2
1991-3-14	11.8	0	24	16	-	19.1
1991-3-15	9.5	0	25.3	16.3	-	19.2
1991-3-16	10.5	0	21.3	14.6	-	17.7
1991-3-17	12.8	0	23.2	14.2	-	18
1991-3-18	2.2	5	18.7	16.3	-	17.7
1991-3-19	17	0	27.7	17.5	-	21.4
1991-3-20	18.1	0	29.7	17.1	-	22.9
1991-3-21	10.3	0	28.1	19.7	-	23.9
1991-3-22	2.9	2.5	26.4	20.9	-	22.7
1991-3-23	3.8	0.5	21.9	18.1	-	20
1991-3-24	11.7	0	28.8	18.6	-	22.1
1991-3-25	9.2	0	28.9	20.5	-	23.8
1991-3-26	9.1	0	27.8	22	-	23.7
1991-3-27	13.1	0	29	20.4	-	23.7
1991-3-28	11.6	0	25	17.2	-	21
1991-3-29	11	0	25	16.7	-	19.3
1991-3-30	8.3	0	23.5	16.8	-	19.3
1991-3-31	8.5	7.5	20.5	12.2	-	16
1991-4-1	3.6	0.5	15.6	12	-	13.6
1991-4-2	5.3	0	17.6	12.2	-	14.7
1991-4-3	11.7	0	24.5	13.2	-	17.8
1991-4-4	14	0	24.1	14.9	-	19.2
1991-4-5	18.2	0	27.5	15.5	-	21.4
1991-4-6	5.4	36	25.6	18.7	-	20.9
1991-4-7	10.8	1.5	26	19	-	22.4
1991-4-8	14.9	0.5	27.7	20.2	-	23.1
1991-4-9	7.8	0	28.5	20.6	-	23.7
1991-4-10	11.8	0	30.1	22.5	-	25.8
1991-4-11	18	0	30.9	21.9	-	25.9
1991-4-12	19.5	0	30.4	20.8	-	25.8
1991-4-13	18.4	0	31	21.2	-	25.7
1991-4-14	9.4	0	27.5	19.9	-	23.8
1991-4-15	16.8	0	28.9	19.8	-	23.7
1991-4-16	19.3	0	31.7	20.1	-	25.7
1991-4-17	19.3	0	31.8	21.1	-	26.3
1991-4-18	20.6	0	33.2	23.2	-	27.1
1991-4-19	15.1	0	26.3	17.8	-	21.6
1991-4-20	6.4	0	22.2	16.4	-	18.7
1991-4-21	7.5	0	22.4	16.5	-	19.2
1991-4-22	7.5	0	26	18.7	-	22.1
1991-4-23	15	0	29.5	19.3	-	22.7
1991-4-24	9.2	1.5	27	20.8	-	22.9
1991-4-25	21.6	0	31.8	19.5	-	24.6
1991-4-26	20.6	0	32.3	20.8	-	25.7
1991-4-27	17.3	0	34.3	21.7	-	26.2
1991-4-28	21.3	0	35	22.4	-	27.7
1991-4-29	17.6	0	33.2	24.4	-	27.6
1991-4-30	1.5	7	25.7	20.9	-	23.2
1991-5-1	4.9	28	31.6	17.3	-	22.9
1991-5-2	2.7	6	20.4	16.3	-	17.5
1991-5-3	1.7	6.5	19.8	16.9	-	18.1
1991-5-4	6.1	0	26.4	18.5	-	21.3
1991-5-5	14.8	0	34.4	19.5	-	24.6
1991-5-6	20.8	0	31.7	22.5	-	27.7
1991-5-7	14.7	0	31.9	22.2	-	26.9
1991-5-8	16.1	0	28.9	20.9	-	24
1991-5-9	17.5	0	30.3	20.4	-	23.6
1991-5-10	20.5	0	30.2	19.9	-	24.3
1991-5-11	19.1	0	30.9	21.4	-	25.1
1991-5-12	20.7	0	30.3	22.4	-	26
1991-5-13	17.9	0	30.4	22.3	-	25.1
1991-5-14	19.5	0	30.2	22	-	25.6
1991-5-15	16.6	0	30.3	23.1	-	25.9
1991-5-16	10.5	0	31.2	23.4	-	26
1991-5-17	16.4	0	31.8	22.6	-	26.6
1991-5-18	17.5	0	32.4	22.8	-	27.3
1991-5-19	20	0	34	22.5	-	27.9
1991-5-20	23	0	33.2	23.1	-	28.2
1991-5-21	21.7	0	33.4	24.2	-	28.5
1991-5-22	22.4	0	33.9	23.7	-	28.6
1991-5-23	21.2	0	33.1	23.7	-	28.3
1991-5-24	23.7	0	33.8	24.3	-	28.6
1991-5-25	23.3	0	34	23.7	-	28.3
1991-5-26	23.7	0	34	23.8	-	28.5
1991-5-27	21.8	0	32.8	25	-	28.1
1991-5-28	20.9	0	32.4	23.2	-	27.7
1991-5-29	21.1	0	33	23.2	-	27.7
1991-5-30	22.8	0	33.2	21.9	-	27.3
