dt	solar	precp	temp_max	temp_min	evap	temp
Thu Mar 17 1994 00:00:00 GMT+0800 (CST)	7.82	0	20.2	15.3	2.7	17.3
Fri Mar 18 1994 00:00:00 GMT+0800 (CST)	4.66	1	22	14.7	1.8	16.7
Sat Mar 19 1994 00:00:00 GMT+0800 (CST)	1.64	14.5	18	12.9	2.8	16.1
Sun Mar 20 1994 00:00:00 GMT+0800 (CST)	19.06	0	25.8	14.5	4.3	19.1
Mon Mar 21 1994 00:00:00 GMT+0800 (CST)	16.62	0	26.3	16.4	4.3	20.4
Tue Mar 22 1994 00:00:00 GMT+0800 (CST)	2.48	6	20	15.1	0.9	17.7
Wed Mar 23 1994 00:00:00 GMT+0800 (CST)	7.74	0.5	20.6	14.2	2.8	16.3
Thu Mar 24 1994 00:00:00 GMT+0800 (CST)	13.66	0	22.6	12.2	3.6	16.9
Fri Mar 25 1994 00:00:00 GMT+0800 (CST)	5.07	0	19.9	11.6	0.5	16.4
Sat Mar 26 1994 00:00:00 GMT+0800 (CST)	3.8	0	19.6	11.8	1.6	16.3
Sun Mar 27 1994 00:00:00 GMT+0800 (CST)	17.01	0	24.3	10.4	2.8	16.6
Mon Mar 28 1994 00:00:00 GMT+0800 (CST)	17.07	0	23.8	13.7	3.1	18.6
Tue Mar 29 1994 00:00:00 GMT+0800 (CST)	14.08	0	25.3	15.3	3.1	19.6
Wed Mar 30 1994 00:00:00 GMT+0800 (CST)	11.4	0	24.6	16.9	2.4	19.4
Thu Mar 31 1994 00:00:00 GMT+0800 (CST)	13.88	0	26.1	16	2.9	20.2
Fri Apr 01 1994 00:00:00 GMT+0800 (CST)	18.04	4.5	28	18.2	4.5	22.2
Sat Apr 02 1994 00:00:00 GMT+0800 (CST)	17.94	0	28.6	18	4.2	22.3
Sun Apr 03 1994 00:00:00 GMT+0800 (CST)	16.54	0	28.8	17.7	3.8	22.8
Mon Apr 04 1994 00:00:00 GMT+0800 (CST)	17.18	0	28.6	19	3.9	23.9
Tue Apr 05 1994 00:00:00 GMT+0800 (CST)	14.01	0	29.2	22.6	3.9	24.9
Wed Apr 06 1994 00:00:00 GMT+0800 (CST)	17.4	0	28.9	21.7	4.3	25
Thu Apr 07 1994 00:00:00 GMT+0800 (CST)	16.53	0	31	21.9	5	25.9
Fri Apr 08 1994 00:00:00 GMT+0800 (CST)	15.12	0	30.4	21.4	4	25.2
Sat Apr 09 1994 00:00:00 GMT+0800 (CST)	12.86	0	27.7	20.8	4.8	23.4
Sun Apr 10 1994 00:00:00 GMT+0800 (CST)	14.27	0	29.2	19.3	3.2	23.2
Mon Apr 11 1994 00:00:00 GMT+0800 (CST)	12	0	30.1	21.3	3	25.3
Tue Apr 12 1994 00:00:00 GMT+0800 (CST)	13.68	0	30.4	23.5	4.3	26.6
Wed Apr 13 1994 00:00:00 GMT+0800 (CST)	3.65	0	23.5	17.5	1.4	19.7
Thu Apr 14 1994 00:00:00 GMT+0800 (CST)	2.78	9	21.2	16.8	0.5	18.9
Fri Apr 15 1994 00:00:00 GMT+0800 (CST)	12.24	0	26.2	19.4	2.9	21.8
Sat Apr 16 1994 00:00:00 GMT+0800 (CST)	16.61	0	29.1	19.3	4.5	23.2
Sun Apr 17 1994 00:00:00 GMT+0800 (CST)	18.22	0	30.3	20.6	5.1	25
Mon Apr 18 1994 00:00:00 GMT+0800 (CST)	16.12	0	31.9	22.1	4.7	28
Tue Apr 19 1994 00:00:00 GMT+0800 (CST)	17.19	0	32.1	22.3	4.7	26.4
Wed Apr 20 1994 00:00:00 GMT+0800 (CST)	17.54	0	31.3	21	4.3	26.2
Thu Apr 21 1994 00:00:00 GMT+0800 (CST)	14.33	0	30.4	22.7	4.6	26
Fri Apr 22 1994 00:00:00 GMT+0800 (CST)	15.7	0	30.7	21.5	4.7	25.4
Sat Apr 23 1994 00:00:00 GMT+0800 (CST)	18.33	0	31.7	21.3	4.9	25.7
Sun Apr 24 1994 00:00:00 GMT+0800 (CST)	18.38	0	32.1	22.4	4.5	26.2
Mon Apr 25 1994 00:00:00 GMT+0800 (CST)	19.67	0	32.6	21.8	4.9	27.3
Tue Apr 26 1994 00:00:00 GMT+0800 (CST)	12.54	0	31.9	23.1	3.7	26.5
Wed Apr 27 1994 00:00:00 GMT+0800 (CST)	7.13	0	30.2	24.1	1.3	26.3
Thu Apr 28 1994 00:00:00 GMT+0800 (CST)	9.4	1	30.9	23.6	2	25.6
Fri Apr 29 1994 00:00:00 GMT+0800 (CST)	9.14	1.5	30.5	22.9	2	25.4
Sat Apr 30 1994 00:00:00 GMT+0800 (CST)	16.83	0	32	22.2	3.9	26.4
Sun May 01 1994 00:00:00 GMT+0800 (CST)	15.8	0.5	31.7	22.8	3.3	26.5
Mon May 02 1994 00:00:00 GMT+0800 (CST)	12.68	0.5	33	24	2.9	27.2
Tue May 03 1994 00:00:00 GMT+0800 (CST)	1.25	138	26.4	21.6	0.5	22.6
Wed May 04 1994 00:00:00 GMT+0800 (CST)	8.27	86.5	29.7	18.3	0.5	23.6
Thu May 05 1994 00:00:00 GMT+0800 (CST)	16.96	6.5	28.6	21.8	4.6	25.3
Fri May 06 1994 00:00:00 GMT+0800 (CST)	9.83	0	27.5	14.9	2.3	23.2
Sat May 07 1994 00:00:00 GMT+0800 (CST)	7.17	0	27.1	20.5	1.6	23.5
Sun May 08 1994 00:00:00 GMT+0800 (CST)	12.6	0	29	19.7	3	23.9
Mon May 09 1994 00:00:00 GMT+0800 (CST)	18.58	0	30.6	19.5	1	24.7
Tue May 10 1994 00:00:00 GMT+0800 (CST)	16.88	0	30.7	21.6	4.7	25.8
Wed May 11 1994 00:00:00 GMT+0800 (CST)	3.2	45	26.5	22.4	0	23.5
Thu May 12 1994 00:00:00 GMT+0800 (CST)	16.43	0	31	22	1.6	26.1
Fri May 13 1994 00:00:00 GMT+0800 (CST)	17.98	0	30.9	22.8	9.7	26.7
Sat May 14 1994 00:00:00 GMT+0800 (CST)	15.12	0	31.5	23.5	3.8	27.2
Sun May 15 1994 00:00:00 GMT+0800 (CST)	18.9	0	33.4	24.6	4.7	28.2
Mon May 16 1994 00:00:00 GMT+0800 (CST)	15.8	0	31.9	24.4	4.1	27.9
Tue May 17 1994 00:00:00 GMT+0800 (CST)	6.72	6.5	30.3	24	0.8	26.7
Wed May 18 1994 00:00:00 GMT+0800 (CST)	5.53	15.5	27	21.8	1.2	23.7
Thu May 19 1994 00:00:00 GMT+0800 (CST)	13.66	0	30.4	20.9	3.1	25
Fri May 20 1994 00:00:00 GMT+0800 (CST)	15.81	0	31.2	23	4	26.6
Sat May 21 1994 00:00:00 GMT+0800 (CST)	17.96	0	31	22.8	4.5	26.3
Sun May 22 1994 00:00:00 GMT+0800 (CST)	15.21	0	31.4	22	3.8	26.1
Mon May 23 1994 00:00:00 GMT+0800 (CST)	12.64	0	31.5	23.8	3.3	26.6
Tue May 24 1994 00:00:00 GMT+0800 (CST)	14.61	0	32.9	23.4	3.1	27.7
Wed May 25 1994 00:00:00 GMT+0800 (CST)	17.36	0	33	24.8	4.6	28.7
Thu May 26 1994 00:00:00 GMT+0800 (CST)	17.37	0	33	25.5	5.2	28.6
Fri May 27 1994 00:00:00 GMT+0800 (CST)	12.11	2	32.3	23.6	2.9	27.2
Sat May 28 1994 00:00:00 GMT+0800 (CST)	6	15	28.3	23.3	0	25.3
Sun May 29 1994 00:00:00 GMT+0800 (CST)	14.29	0	30.5	24.3	0.2	26.5
Mon May 30 1994 00:00:00 GMT+0800 (CST)	20.24	0	32.3	24.1	0.5	27.6
Tue May 31 1994 00:00:00 GMT+0800 (CST)	16.44	0.5	31.8	24.1	0.6	27
Wed Jun 01 1994 00:00:00 GMT+0800 (CST)	3.95	7.5	26.3	22.2	0	24.3
Thu Jun 02 1994 00:00:00 GMT+0800 (CST)	8.15	0	28.4	22.6	0	24.4
Fri Jun 03 1994 00:00:00 GMT+0800 (CST)	16.5	0	31.1	22.7	0.2	26.6
Sat Jun 04 1994 00:00:00 GMT+0800 (CST)	12.5	4	32.2	24.2	1.4	26.1
Sun Jun 05 1994 00:00:00 GMT+0800 (CST)	18.7	0	33.8	22.6	0.7	27.8
Mon Jun 06 1994 00:00:00 GMT+0800 (CST)	12.56	16.5	32.9	23.4	6.5	28.2
Tue Jun 07 1994 00:00:00 GMT+0800 (CST)	13.79	10.5	31.6	22.8	0.5	26
Wed Jun 08 1994 00:00:00 GMT+0800 (CST)	7.35	1	32.4	22.2	1.7	25.7
Thu Jun 09 1994 00:00:00 GMT+0800 (CST)	21.13	0	33.7	23.3	5.6	27.7
Fri Jun 10 1994 00:00:00 GMT+0800 (CST)	17.62	0	32.6	23.8	5	27.8
Sat Jun 11 1994 00:00:00 GMT+0800 (CST)	9.73	0	32.1	24.6	2.5	27.1
Sun Jun 12 1994 00:00:00 GMT+0800 (CST)	16.52	0	32.8	23.9	4.3	28.1
Mon Jun 13 1994 00:00:00 GMT+0800 (CST)	12.41	3.5	32.8	23.9	1.9	27
Tue Jun 14 1994 00:00:00 GMT+0800 (CST)	11.81	0	31.6	24.1	2.8	27.3
Wed Jun 15 1994 00:00:00 GMT+0800 (CST)	8.34	0	30.6	24.6	1.6	27
Thu Jun 16 1994 00:00:00 GMT+0800 (CST)	11.46	0	31.9	24.5	3.1	27.7
Fri Jun 17 1994 00:00:00 GMT+0800 (CST)	14.11	1	32.6	24.7	4	27.9
Sat Jun 18 1994 00:00:00 GMT+0800 (CST)	8.74	83.5	32.4	23.7	1.3	25.9
Sun Jun 19 1994 00:00:00 GMT+0800 (CST)	9.06	10	31.1	23.3	0	25.6
Mon Jun 20 1994 00:00:00 GMT+0800 (CST)	10.45	38	32.1	22.6	0	25.8
Tue Jun 21 1994 00:00:00 GMT+0800 (CST)	20.24	0	32.7	21.9	0	27.1
Wed Jun 22 1994 00:00:00 GMT+0800 (CST)	17.59	5	34.5	24.1	3.8	27.8
Thu Jun 23 1994 00:00:00 GMT+0800 (CST)	20.76	0	33.5	23.1	5.7	28.2
Fri Jun 24 1994 00:00:00 GMT+0800 (CST)	20.71	0	34.9	23.8	6.1	28.8
Sat Jun 25 1994 00:00:00 GMT+0800 (CST)	16.16	0	34.1	24.1	4.6	28.7
Sun Jun 26 1994 00:00:00 GMT+0800 (CST)	17.03	1	34.3	24	3.9	28
Mon Jun 27 1994 00:00:00 GMT+0800 (CST)	18.98	0	33.8	24.1	5.2	28.6
Tue Jun 28 1994 00:00:00 GMT+0800 (CST)	15.3	35.5	33.4	22.2	4.6	27.3
Wed Jun 29 1994 00:00:00 GMT+0800 (CST)	18.16	0	32.8	22.8	4.2	27.7
Thu Jun 30 1994 00:00:00 GMT+0800 (CST)	13.25	0	32.5	25.3	4.1	28.3
Fri Jul 01 1994 00:00:00 GMT+0800 (CST)	15	0	33.4	24.5	3.7	28.7
Sat Jul 02 1994 00:00:00 GMT+0800 (CST)	16.3	0	34.1	25.8	6.5	29.2
Sun Jul 03 1994 00:00:00 GMT+0800 (CST)	9.6	0	32.9	25.8	3.7	29
Mon Jul 04 1994 00:00:00 GMT+0800 (CST)	10.3	25.5	31.2	23.8	2.4	27.1
Tue Jul 05 1994 00:00:00 GMT+0800 (CST)	13.6	5	32.4	23.4	2.8	26.9
Wed Jul 06 1994 00:00:00 GMT+0800 (CST)	12.4	0	31.5	24	2.9	27.6
Thu Jul 07 1994 00:00:00 GMT+0800 (CST)	14	0.5	34.6	25.2	3.5	29.1
Fri Jul 08 1994 00:00:00 GMT+0800 (CST)	16.3	0	35.9	25.2	4.3	29.3
Sat Jul 09 1994 00:00:00 GMT+0800 (CST)	13	0	33.2	25.3	3.1	28.9
Sun Jul 10 1994 00:00:00 GMT+0800 (CST)	9.2	12	33.5	25.1	1.5	28.4
Mon Jul 11 1994 00:00:00 GMT+0800 (CST)	4.6	37.5	29.5	23.2	0.8	25.5
Tue Jul 12 1994 00:00:00 GMT+0800 (CST)	11.9	16.5	32.2	22.9	2.1	27.5
Wed Jul 13 1994 00:00:00 GMT+0800 (CST)	13.68	46.5	33.8	23.9	2.3	27.1
Thu Jul 14 1994 00:00:00 GMT+0800 (CST)	12.6	0	32.6	23.8	3.8	27.6
Fri Jul 15 1994 00:00:00 GMT+0800 (CST)	19.29	0	32.7	23.9	4.9	28.3
Sat Jul 16 1994 00:00:00 GMT+0800 (CST)	18.46	0	33.5	25.2	4.8	29.1
Sun Jul 17 1994 00:00:00 GMT+0800 (CST)	13.66	0.5	33.2	25	3.8	28.1
Mon Jul 18 1994 00:00:00 GMT+0800 (CST)	14.22	0	32.2	23.7	2.7	27.8
Tue Jul 19 1994 00:00:00 GMT+0800 (CST)	16.4	0	33.4	24.8	4.9	28.6
Wed Jul 20 1994 00:00:00 GMT+0800 (CST)	14.96	0	34	25.1	3.9	28.3
Thu Jul 21 1994 00:00:00 GMT+0800 (CST)	16.48	0	33	25.6	5.2	28.8
Fri Jul 22 1994 00:00:00 GMT+0800 (CST)	17.21	0	33.2	25.8	4.3	29
Sat Jul 23 1994 00:00:00 GMT+0800 (CST)	18.01	0	33.6	24.8	5.2	25.6
Sun Jul 24 1994 00:00:00 GMT+0800 (CST)	18.83	0	34.5	24.9	4.8	28.3
Mon Jul 25 1994 00:00:00 GMT+0800 (CST)	11.03	32	33.1	23.9	1.8	26.5
Tue Jul 26 1994 00:00:00 GMT+0800 (CST)	11.85	98.5	33.6	23.3	1.7	26
Wed Jul 27 1994 00:00:00 GMT+0800 (CST)	15.29	0	32.5	23	3.6	27.8
Thu Jul 28 1994 00:00:00 GMT+0800 (CST)	16.29	0	33	24.8	4.4	28.6
Fri Jul 29 1994 00:00:00 GMT+0800 (CST)	12.97	0	32.4	24.2	3.3	28.4
Sat Jul 30 1994 00:00:00 GMT+0800 (CST)	14.81	0	33.6	23.6	4.3	27.7
Sun Jul 31 1994 00:00:00 GMT+0800 (CST)	13.42	15	33.4	25.1	2.6	27.9
Mon Aug 01 1994 00:00:00 GMT+0800 (CST)	13.81	2	32.7	25.1	2.8	28.1
Tue Aug 02 1994 00:00:00 GMT+0800 (CST)	14.56	0	32.7	25.4	3.6	28.2
Wed Aug 03 1994 00:00:00 GMT+0800 (CST)	5.34	12	31.5	25.1	0.5	27.9
Thu Aug 04 1994 00:00:00 GMT+0800 (CST)	3.02	37	26.3	23.9	0	25.1
Fri Aug 05 1994 00:00:00 GMT+0800 (CST)	6.15	1	29.5	24.1	0.1	25.9
Sat Aug 06 1994 00:00:00 GMT+0800 (CST)	13.31	0	32.4	23.5	3.4	27.3
Sun Aug 07 1994 00:00:00 GMT+0800 (CST)	7.84	1.5	31.9	24.2	1.2	26.6
Mon Aug 08 1994 00:00:00 GMT+0800 (CST)	1.57	159	27.5	24.3	4.6	26.1
Tue Aug 09 1994 00:00:00 GMT+0800 (CST)	4.25	31.5	28.7	23.7	2.6	26.3
Wed Aug 10 1994 00:00:00 GMT+0800 (CST)	4.32	66	27.9	23.8	0	25.1
Thu Aug 11 1994 00:00:00 GMT+0800 (CST)	3.74	43	26.6	24.2	0	24.9
Fri Aug 12 1994 00:00:00 GMT+0800 (CST)	16.83	16.5	31.4	23.7	2.5	27.1
Sat Aug 13 1994 00:00:00 GMT+0800 (CST)	18.41	0	32.9	25.1	5	28.5
Sun Aug 14 1994 00:00:00 GMT+0800 (CST)	13.47	2.5	32.4	24.4	2.7	27.6
Mon Aug 15 1994 00:00:00 GMT+0800 (CST)	8.91	1	30.1	24.3	2	26.2
Tue Aug 16 1994 00:00:00 GMT+0800 (CST)	15.72	0	32.2	24.3	3.9	27.8
Wed Aug 17 1994 00:00:00 GMT+0800 (CST)	17.62	0.5	33.1	24.9	5	28.1
Thu Aug 18 1994 00:00:00 GMT+0800 (CST)	10.83	9	31.7	25.5	1.3	27
Fri Aug 19 1994 00:00:00 GMT+0800 (CST)	17.69	0	33.1	24.2	4.9	28
Sat Aug 20 1994 00:00:00 GMT+0800 (CST)	17.24	3	32.6	24	1.7	27.7
Sun Aug 21 1994 00:00:00 GMT+0800 (CST)	9	9.5	30.5	23.9	2.4	26.6
Mon Aug 22 1994 00:00:00 GMT+0800 (CST)	16.95	0	32.8	24.4	4.4	28.4
Tue Aug 23 1994 00:00:00 GMT+0800 (CST)	15.66	0	33.2	24.1	4.8	27.8
Wed Aug 24 1994 00:00:00 GMT+0800 (CST)	16.1	0	33.3	25.5	4.5	28.3
Thu Aug 25 1994 00:00:00 GMT+0800 (CST)	14.24	0	33.3	25.4	4.2	28.3
Fri Aug 26 1994 00:00:00 GMT+0800 (CST)	15.08	0	32.9	25.4	3.8	28.5
Sat Aug 27 1994 00:00:00 GMT+0800 (CST)	16.9	0	34.2	25.1	4.8	28.8
Sun Aug 28 1994 00:00:00 GMT+0800 (CST)	14.94	0	32.1	24.5	3.8	28
Mon Aug 29 1994 00:00:00 GMT+0800 (CST)	14.22	0	31.4	24.5	3.1	27.4
Tue Aug 30 1994 00:00:00 GMT+0800 (CST)	16.8	0	33.5	24	3.8	27.6
Wed Aug 31 1994 00:00:00 GMT+0800 (CST)	17.31	0	32.3	26.6	4.1	29.6
Thu Sep 01 1994 00:00:00 GMT+0800 (CST)	-	107	26.9	23.6	-	24.6
Fri Sep 02 1994 00:00:00 GMT+0800 (CST)	14.8	0	32.1	21.6	4.4	26.6
Sat Sep 03 1994 00:00:00 GMT+0800 (CST)	18.2	0	32.7	23.1	4	27.7
Sun Sep 04 1994 00:00:00 GMT+0800 (CST)	17.5	0	33.4	25	4.2	28.6
Mon Sep 05 1994 00:00:00 GMT+0800 (CST)	17.6	0	32.3	24.4	5.1	27.6
Tue Sep 06 1994 00:00:00 GMT+0800 (CST)	13.1	2	33.2	23.7	2.3	26.3
Wed Sep 07 1994 00:00:00 GMT+0800 (CST)	17.8	0	32	23.4	4.9	27.5
Thu Sep 08 1994 00:00:00 GMT+0800 (CST)	13.8	0	31.8	23.7	3.5	27.4
Fri Sep 09 1994 00:00:00 GMT+0800 (CST)	15.32	0	29.8	25.3	3.8	27
Sat Sep 10 1994 00:00:00 GMT+0800 (CST)	15.19	0	31.4	24.1	3.6	27.5
Sun Sep 11 1994 00:00:00 GMT+0800 (CST)	8.58	0.5	31.3	24.4	1.5	27.2
Mon Sep 12 1994 00:00:00 GMT+0800 (CST)	12.79	0	31.7	24	3.8	27.5
Tue Sep 13 1994 00:00:00 GMT+0800 (CST)	11.03	0	31.6	23.6	2.8	26.6
Wed Sep 14 1994 00:00:00 GMT+0800 (CST)	16.75	0	32.7	23.4	5	27
Thu Sep 15 1994 00:00:00 GMT+0800 (CST)	16.03	0	31.4	22	5.7	25.9
Fri Sep 16 1994 00:00:00 GMT+0800 (CST)	12.74	0	30.8	21.6	3.8	25.1
Sat Sep 17 1994 00:00:00 GMT+0800 (CST)	9.55	0	29.2	20.8	3.3	24.1
Sun Sep 18 1994 00:00:00 GMT+0800 (CST)	14.91	2.5	28.8	20.2	3.1	23.8
Mon Sep 19 1994 00:00:00 GMT+0800 (CST)	15.07	0	30.6	22.3	3.8	25.5
Tue Sep 20 1994 00:00:00 GMT+0800 (CST)	14.55	0	31.8	21.9	3.9	26
Wed Sep 21 1994 00:00:00 GMT+0800 (CST)	15.5	0	32	22.5	3.5	26.7
Thu Sep 22 1994 00:00:00 GMT+0800 (CST)	16.2	0	32.7	22.7	4.7	26.7
Fri Sep 23 1994 00:00:00 GMT+0800 (CST)	10.11	0	31.9	23.2	3	25.9
Sat Sep 24 1994 00:00:00 GMT+0800 (CST)	6.68	2	28.4	21.2	1.4	24.2
Sun Sep 25 1994 00:00:00 GMT+0800 (CST)	15.47	0	30	19.9	4.3	23.8
Mon Sep 26 1994 00:00:00 GMT+0800 (CST)	16.73	0	30.8	18.7	4.1	23.2
Tue Sep 27 1994 00:00:00 GMT+0800 (CST)	14.35	0	30.5	18.8	4.1	23.4
Wed Sep 28 1994 00:00:00 GMT+0800 (CST)	15.31	0	30.1	19.2	4.2	23.5
Thu Sep 29 1994 00:00:00 GMT+0800 (CST)	15.36	0	30.1	18.6	4.8	22.8
Fri Sep 30 1994 00:00:00 GMT+0800 (CST)	13.9	0	30.1	18.2	3	23.2
Sat Oct 01 1994 00:00:00 GMT+0800 (CST)	15.66	0	30	17	3.6	23
Sun Oct 02 1994 00:00:00 GMT+0800 (CST)	13.58	0	29.5	17	3.2	22.9
Mon Oct 03 1994 00:00:00 GMT+0800 (CST)	13.52	0	30	19.2	3.2	23.6
Tue Oct 04 1994 00:00:00 GMT+0800 (CST)	12.79	0	28	21.8	3.4	23.8
Wed Oct 05 1994 00:00:00 GMT+0800 (CST)	10.64	0	30.5	20.1	2.7	24.3
Thu Oct 06 1994 00:00:00 GMT+0800 (CST)	12	0	32	21	3.5	24.8
Fri Oct 07 1994 00:00:00 GMT+0800 (CST)	11.92	0	30.8	21.9	3.8	25.5
Sat Oct 08 1994 00:00:00 GMT+0800 (CST)	13.71	0	32	21.8	3.1	26.5
Sun Oct 09 1994 00:00:00 GMT+0800 (CST)	3.72	0	28.6	23.2	2.1	25.1
Mon Oct 10 1994 00:00:00 GMT+0800 (CST)	3.24	6.5	25	22.1	0.4	23.2
Tue Oct 11 1994 00:00:00 GMT+0800 (CST)	15.45	0	32.9	20.9	3.3	25.6
Wed Oct 12 1994 00:00:00 GMT+0800 (CST)	13.91	0	31.3	21.1	3.2	25.3
Thu Oct 13 1994 00:00:00 GMT+0800 (CST)	12.5	0	31.2	21.9	3.6	25.5
Fri Oct 14 1994 00:00:00 GMT+0800 (CST)	13.98	0	31.5	21.2	3.9	25.2
Sat Oct 15 1994 00:00:00 GMT+0800 (CST)	12.86	0	31.9	21.8	3.6	25.7
Sun Oct 16 1994 00:00:00 GMT+0800 (CST)	14.75	0	31.7	21.6	3.9	25.8
Mon Oct 17 1994 00:00:00 GMT+0800 (CST)	11.76	0	30.9	22	2.9	25.7
Tue Oct 18 1994 00:00:00 GMT+0800 (CST)	10.97	0	31.1	22	3	25.4
Wed Oct 19 1994 00:00:00 GMT+0800 (CST)	11.55	0	31.5	20.8	2.8	24.5
Thu Oct 20 1994 00:00:00 GMT+0800 (CST)	9.55	0	26.5	19.2	4.5	22.3
Fri Oct 21 1994 00:00:00 GMT+0800 (CST)	13.32	0	24	14.1	2.2	19.4
Sat Oct 22 1994 00:00:00 GMT+0800 (CST)	12.47	0	24.7	14.5	3.6	19.3
Sun Oct 23 1994 00:00:00 GMT+0800 (CST)	14.04	0	27.3	14.6	4.6	20
Mon Oct 24 1994 00:00:00 GMT+0800 (CST)	12.72	0	28	15.9	2.7	20.6
Tue Oct 25 1994 00:00:00 GMT+0800 (CST)	14.01	0	28.9	15	2.3	20.5
Wed Oct 26 1994 00:00:00 GMT+0800 (CST)	14.27	0	27.5	15.6	4.2	20.9
Thu Oct 27 1994 00:00:00 GMT+0800 (CST)	13.37	0	31.5	17.2	1.5	22.1
Fri Oct 28 1994 00:00:00 GMT+0800 (CST)	8.23	0	26.4	17.9	3.3	22.2
Sat Oct 29 1994 00:00:00 GMT+0800 (CST)	11.45	0	26.6	15.4	4.9	19.9
Sun Oct 30 1994 00:00:00 GMT+0800 (CST)	12.22	0	25.3	15.3	3.5	18.9
Mon Oct 31 1994 00:00:00 GMT+0800 (CST)	12.45	0	26.3	13.6	3.3	18.5
Tue Nov 01 1994 00:00:00 GMT+0800 (CST)	12.74	0	27.5	14.2	2.1	19.6
Wed Nov 02 1994 00:00:00 GMT+0800 (CST)	13.04	0	27.7	14.5	3.1	20.4
Thu Nov 03 1994 00:00:00 GMT+0800 (CST)	13.28	0	28.3	14.9	5.7	20.4
Fri Nov 04 1994 00:00:00 GMT+0800 (CST)	12.43	0	29.2	15.2	2.9	20.5
Sat Nov 05 1994 00:00:00 GMT+0800 (CST)	12.37	0	27.6	15.4	2.1	19.9
Sun Nov 06 1994 00:00:00 GMT+0800 (CST)	11.21	0	28	15	0.8	19.9
Mon Nov 07 1994 00:00:00 GMT+0800 (CST)	12.17	0	28.5	14.5	0.4	19.5
Tue Nov 08 1994 00:00:00 GMT+0800 (CST)	10.34	0	28.4	16.3	1	21.3
Wed Nov 09 1994 00:00:00 GMT+0800 (CST)	11.94	0	28.4	16.9	5.1	21.4
Thu Nov 10 1994 00:00:00 GMT+0800 (CST)	12.46	0	28.6	14.3	2.7	20.4
Fri Nov 11 1994 00:00:00 GMT+0800 (CST)	10.59	0	27.9	15.4	2.1	20.7
Sat Nov 12 1994 00:00:00 GMT+0800 (CST)	11.6	0	28.9	16.4	2.6	21.5
Sun Nov 13 1994 00:00:00 GMT+0800 (CST)	12.58	0	30.4	15.1	2.7	21.7
Mon Nov 14 1994 00:00:00 GMT+0800 (CST)	12.19	0	30.1	16	2.1	22.2
Tue Nov 15 1994 00:00:00 GMT+0800 (CST)	10.54	0	29.6	18.1	1.2	22.9
Wed Nov 16 1994 00:00:00 GMT+0800 (CST)	8.56	0	28.8	19.7	0.7	23.1
Thu Nov 17 1994 00:00:00 GMT+0800 (CST)	9.97	0	28.6	18.1	0.9	22.8
Fri Nov 18 1994 00:00:00 GMT+0800 (CST)	10.5	0	28.5	18.3	0.7	22.8
Sat Nov 19 1994 00:00:00 GMT+0800 (CST)	9.66	0	28.6	18.3	3.7	22.3
Sun Nov 20 1994 00:00:00 GMT+0800 (CST)	8.77	0	28.6	18	1.8	22.3
Mon Nov 21 1994 00:00:00 GMT+0800 (CST)	9.47	0	27.4	18.3	3.7	22
Tue Nov 22 1994 00:00:00 GMT+0800 (CST)	10.96	0	28	17.4	3.6	21.5
Wed Nov 23 1994 00:00:00 GMT+0800 (CST)	2.18	0	25.9	16.2	0.8	19
Thu Nov 24 1994 00:00:00 GMT+0800 (CST)	9.59	0	28.3	15.3	1.5	20.8
Fri Nov 25 1994 00:00:00 GMT+0800 (CST)	8.51	0	27.9	17.3	1.8	21.5
Sat Nov 26 1994 00:00:00 GMT+0800 (CST)	7.83	0	29.2	18.1	2.6	22
Sun Nov 27 1994 00:00:00 GMT+0800 (CST)	7.97	0	29	19.1	1.8	22.8
Mon Nov 28 1994 00:00:00 GMT+0800 (CST)	8	0	28.1	18.5	1.4	21.8
Tue Nov 29 1994 00:00:00 GMT+0800 (CST)	6.23	0	27.5	18	1.6	21.3
Wed Nov 30 1994 00:00:00 GMT+0800 (CST)	8.49	0	29.9	17.3	1.7	22
Thu Dec 01 1994 00:00:00 GMT+0800 (CST)	7.54	0	28.5	19.4	1.9	22.7
Fri Dec 02 1994 00:00:00 GMT+0800 (CST)	8.16	0	28.3	18.1	2.4	22.2
Sat Dec 03 1994 00:00:00 GMT+0800 (CST)	8.94	0	28.1	16.9	3	21.2
Sun Dec 04 1994 00:00:00 GMT+0800 (CST)	8.71	0	26	16.3	2.9	20
Mon Dec 05 1994 00:00:00 GMT+0800 (CST)	8.32	0	26.4	15	2.9	19.4
Tue Dec 06 1994 00:00:00 GMT+0800 (CST)	8.85	0	28.2	15.8	2.3	21
Wed Dec 07 1994 00:00:00 GMT+0800 (CST)	5	0	25.5	20.1	1.4	21.8
Thu Dec 08 1994 00:00:00 GMT+0800 (CST)	7.13	0	28.2	18	1.6	21.5
Fri Dec 09 1994 00:00:00 GMT+0800 (CST)	3.24	0	26.5	19.1	0.9	22.8
Sat Dec 10 1994 00:00:00 GMT+0800 (CST)	7.54	0	30	20.3	2	23.8
Sun Dec 11 1994 00:00:00 GMT+0800 (CST)	8.84	0	31.4	19.5	2.4	24.5
Mon Dec 12 1994 00:00:00 GMT+0800 (CST)	7.18	0	29.4	20.3	2.6	23.8
Tue Dec 13 1994 00:00:00 GMT+0800 (CST)	5.11	0	24.2	14.9	2.3	20
Wed Dec 14 1994 00:00:00 GMT+0800 (CST)	8.91	0	26.1	14.6	2.3	19.4
